iteration,Episode_Reward/action_rate_l2,Episode_Reward/joint_limit,Episode_Reward/motion_body_ang_vel,Episode_Reward/motion_body_lin_vel,Episode_Reward/motion_body_ori,Episode_Reward/motion_body_pos,Episode_Reward/motion_global_root_ori,Episode_Reward/motion_global_root_pos,Episode_Reward/motion_joint_pos,Episode_Reward/motion_joint_vel,Episode_Termination/anchor_ori,Episode_Termination/anchor_pos,Episode_Termination/clip_end,Episode_Termination/ee_body_pos,Episode_Termination/fallen,Episode_Termination/incidental_bat_support,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/motion/error_anchor_ang_vel,Metrics/motion/error_anchor_lin_vel,Metrics/motion/error_anchor_pos,Metrics/motion/error_anchor_rot,Metrics/motion/error_body_ang_vel,Metrics/motion/error_body_lin_vel,Metrics/motion/error_body_pos,Metrics/motion/error_body_rot,Metrics/motion/error_joint_pos,Metrics/motion/error_joint_vel,Metrics/motion/sampling_entropy,Metrics/motion/sampling_top1_bin,Metrics/motion/sampling_top1_prob,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward,reward/action_rate_l2,reward/joint_limit,reward/motion_body_ang_vel,reward/motion_body_lin_vel,reward/motion_body_ori,reward/motion_body_pos,reward/motion_global_root_ori,reward/motion_global_root_pos,reward/motion_joint_pos,reward/motion_joint_vel
0,,,,,,,,,,,,,,,,,,-25.6324405670166,2.60122942563612e-05,0.19717438519001007,0.8424168229103088,,,,,,,,,,,,,,9.858986854553223,0.029946088790893555,19.0,0.09999819099903107,,,-0.059502869844436646,0.0,0.9917094111442566,0.9985194206237793,0.9966505169868469,0.9997866749763489,0.49872303009033203,0.4998638331890106,0.996323823928833,0.0
1,,,,,,,,,,,,,,,,,,-25.629209518432617,9.999999747378752e-06,-0.03052881918847561,1.0026929378509521,,,,,,,,,,,,,,8.632969856262207,0.021369218826293945,22.0,0.10000324994325638,,,-0.061104025691747665,0.0,0.9886693954467773,0.9966111183166504,0.9883349537849426,0.9988769888877869,0.49516597390174866,0.49903056025505066,0.9884057641029358,0.0
2,,,,,,,,,,,,,,,,,,-25.630159378051758,3.3749998692655936e-05,-0.03201986476778984,0.9421200752258301,,,,,,,,,,,,,,10.220053672790527,0.022464990615844727,18.0,0.09998610615730286,,,-0.05715872719883919,0.0,0.9831326603889465,0.9933445453643799,0.9847287535667419,0.9980427622795105,0.4931105077266693,0.4963754713535309,0.9845032691955566,0.0
3,,,,,,,,,,,,,,,,,,-25.624244689941406,1.4999999621068127e-05,-0.039167892187833786,0.8143688440322876,,,,,,,,,,,,,,9.256473541259766,0.037043094635009766,20.0,0.10005490481853485,,,-0.058808740228414536,0.0,0.979888379573822,0.9892533421516418,0.9717428088188171,0.9964511394500732,0.487811416387558,0.49226251244544983,0.9751414656639099,0.0
4,,,,,,,,,,,,,,,,,,-25.607791900634766,1.4999999621068127e-05,-0.036219216883182526,0.7646927237510681,,,,,,,,,,,,,,9.638815879821777,0.025722980499267578,19.0,0.10009712725877762,,,-0.059094205498695374,0.0,0.9658150672912598,0.9467642903327942,0.9081447720527649,0.9767044186592102,0.4542423486709595,0.46416330337524414,0.9627470970153809,0.0
5,,,,,,,,,,,,,,,,,,-25.595779418945312,2.2500000341096893e-05,-0.0395788699388504,0.7121238708496094,,,,,,,,,,,,,,8.526012420654297,0.020761966705322266,22.0,0.1001485288143158,127.0,13.380172729492188,-0.06092994287610054,0.0,0.9449726939201355,0.9017483592033386,0.8790455460548401,0.9562327265739441,0.4443581998348236,0.4379843473434448,0.9681463837623596,0.0
6,,,,,,,,,,,,,,,,,,-25.5719051361084,2.2500000341096893e-05,-0.03659486398100853,0.6833857297897339,,,,,,,,,,,,,,8.891908645629883,0.025995969772338867,21.0,0.10026920586824417,146.0,15.837465286254883,-0.05912811681628227,0.0,0.9413394331932068,0.9153413772583008,0.8992893099784851,0.957428514957428,0.4571402370929718,0.44752851128578186,0.9659221768379211,0.0
7,,,,,,,,,,,,,,,,,,-25.546199798583984,1.4999999621068127e-05,-0.03968367725610733,0.6216815710067749,,,,,,,,,,,,,,8.491752624511719,0.025628089904785156,22.0,0.10030534118413925,135.1999969482422,15.11386775970459,-0.06113779544830322,0.0,0.9677367210388184,0.9887478947639465,0.969651460647583,0.9975290298461914,0.4873315393924713,0.49771103262901306,0.9728589057922363,0.0
8,,,,,,,,,,,,,,,,,,-25.541915893554688,2.2500000341096893e-05,-0.0344722680747509,0.6519465446472168,,,,,,,,,,,,,,8.074864387512207,0.021745920181274414,23.0,0.1003049835562706,135.1999969482422,15.11386775970459,-0.06174647808074951,0.0,0.9718238711357117,0.9722707271575928,0.9305369257926941,0.9900957942008972,0.4729810059070587,0.48194360733032227,0.9594168663024902,0.0
9,,,,,,,,,,,,,,,,,,-25.541494369506836,2.2500000341096893e-05,-0.033911313861608505,0.6556927561759949,,,,,,,,,,,,,,7.929182052612305,0.022090911865234375,24.0,0.10031358897686005,177.55555725097656,20.19503402709961,-0.06154482439160347,0.0,0.9552299380302429,0.907325804233551,0.8723876476287842,0.9636293053627014,0.4467187225818634,0.4449690580368042,0.9539902806282043,0.0
