iteration,Episode_Reward/action_rate,Episode_Reward/angular_velocity,Episode_Reward/height,Episode_Reward/orientation,Episode_Reward/pose,Episode_Reward/upright,Episode_Reward/vertical_velocity,Episode_Termination/fallen,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward,reward/action_rate,reward/angular_velocity,reward/height,reward/orientation,reward/pose,reward/upright,reward/vertical_velocity
55,,,,,,,,,,-6.188387870788574,3.9018443203531206e-05,-0.056760042905807495,0.017870290204882622,0.03970694541931152,0.010718107223510742,1903.0,0.19558830559253693,148.03030395507812,-4.324265480041504,-0.022582964971661568,-0.40272799134254456,-2.713484048843384,-0.9097604751586914,-2.090425491333008,1.9561891555786133,-0.007555124815553427
56,,,,,,,,,,-6.198562145233154,3.9018443203531206e-05,-0.050701264292001724,0.09532491862773895,0.03589820861816406,0.010463953018188477,2070.0,0.19552835822105408,148.37142944335938,-4.36915922164917,-0.02378026209771633,-1.3697190284729004,-8.224613189697266,-0.8783112168312073,-1.4334701299667358,1.7671560049057007,-0.007514325436204672
57,,,,,,,,,,-6.208989143371582,0.0001316872367169708,-0.03978755697607994,0.06330937147140503,0.04873204231262207,0.010522842407226562,1620.0,0.19540287554264069,148.63888549804688,-4.399697780609131,-0.022850781679153442,-0.6444113254547119,-3.6647939682006836,-0.3149526119232178,-0.5419324040412903,1.8908863067626953,-0.00570988655090332
58,,,,,,,,,,-6.230934143066406,5.852766480529681e-05,-0.05420254170894623,0.0489671565592289,0.0480191707611084,0.011158943176269531,1622.0,0.19526571035385132,148.8378448486328,-4.412295818328857,-0.022922731935977936,-0.33784905076026917,-1.8356720209121704,-0.2899753749370575,-0.40139761567115784,1.9417375326156616,-0.004284023307263851
59,,,,,,,,,,-6.248087406158447,5.852766480529681e-05,-0.04727719724178314,0.01321410108357668,0.04814004898071289,0.010725021362304688,1630.0,0.19519200921058655,148.8378448486328,-4.412295818328857,-0.02310793660581112,-0.11634267121553421,-0.38706985116004944,-0.5083768367767334,-0.6979314684867859,1.9895738363265991,-0.0030163992196321487
60,,,,,,,,,,-6.255399703979492,5.852766480529681e-05,-0.056127604097127914,0.005895379930734634,0.047165870666503906,0.010267019271850586,1671.0,0.1951349675655365,148.8378448486328,-4.412295818328857,-0.021238887682557106,-0.0695209875702858,-0.6662049889564514,-0.907858669757843,-1.2506440877914429,1.992878794670105,-0.004315868951380253
61,,,,,,,,,,-6.27015495300293,8.77914935699664e-05,-0.05909804254770279,0.007984641939401627,0.04338383674621582,0.010302305221557617,1788.0,0.19499193131923676,148.8378448486328,-4.412295818328857,-0.022203126922249794,-0.10123756527900696,-1.3403759002685547,-1.0012136697769165,-1.749598503112793,1.9903192520141602,-0.008593354374170303
62,,,,,,,,,,-6.288928985595703,3.9018443203531206e-05,-0.05662139877676964,0.00787120871245861,0.036772727966308594,0.011054039001464844,2007.0,0.1949164718389511,148.8378448486328,-4.412295818328857,-0.022930048406124115,-0.6128256916999817,-3.4722321033477783,-0.7817051410675049,-1.6931477785110474,1.9183260202407837,-0.0053923544473946095
63,,,,,,,,,,-6.296550750732422,8.77914935699664e-05,-0.047561001032590866,0.10856901109218597,0.0367579460144043,0.010294198989868164,2040.0,0.19491145014762878,149.4871826171875,-4.442662715911865,-0.022640803828835487,-1.1344172954559326,-8.432230949401855,-0.8288186192512512,-0.9920216202735901,1.7732077836990356,-0.00567946070805192
64,,,,,,,,,,-6.282797813415527,5.852766480529681e-05,-0.05402769520878792,0.059219103306531906,0.04606509208679199,0.01044607162475586,1698.0,0.1951247900724411,150.02438354492188,-4.466146469116211,-0.021761015057563782,-0.6102487444877625,-4.602097034454346,-0.4059760868549347,-0.38064369559288025,1.8727039098739624,-0.006191028282046318
65,,,,,,,,,,-6.254879951477051,5.852766480529681e-05,-0.043679021298885345,0.012669311836361885,0.04809880256652832,0.010546207427978516,1636.0,0.19525812566280365,150.02438354492188,-4.466146469116211,-0.022373175248503685,-0.18558287620544434,-0.26235121488571167,-0.26089969277381897,-0.4807957708835602,1.991451621055603,-0.00296625099144876
66,,,,,,,,,,-6.246123790740967,5.852766480529681e-05,-0.05662963166832924,0.0056457603350281715,0.04777097702026367,0.011641979217529297,1615.0,0.19522936642169952,150.02438354492188,-4.466146469116211,-0.02083868347108364,-0.15939413011074066,-0.5056041479110718,-0.7752513885498047,-1.0514261722564697,1.9899390935897827,-0.005272678565233946
67,,,,,,,,,,-6.257512092590332,3.9018443203531206e-05,-0.053276464343070984,0.010659368708729744,0.048002004623413086,0.011593103408813477,1610.0,0.19514517486095428,150.02438354492188,-4.466146469116211,-0.02384953200817108,-0.08737765997648239,-1.0040699243545532,-1.1944518089294434,-1.7934061288833618,1.9912439584732056,-0.009523485787212849
68,,,,,,,,,,-6.268299102783203,8.77914935699664e-05,-0.046871814876794815,0.02123899944126606,0.04062390327453613,0.010792970657348633,1867.0,0.1950913816690445,150.02438354492188,-4.466146469116211,-0.021374046802520752,-0.24084903299808502,-2.4666097164154053,-1.083714246749878,-2.1992247104644775,1.967495083808899,-0.009039564989507198
69,,,,,,,,,,-6.269561767578125,3.9018443203531206e-05,-0.05303005129098892,0.12025939673185349,0.036048173904418945,0.01151895523071289,2018.0,0.19515106081962585,150.07142639160156,-4.4841461181640625,-0.02254490740597248,-1.1043599843978882,-6.877958297729492,-0.8004341125488281,-1.7378543615341187,1.8420237302780151,-0.005608945619314909
70,,,,,,,,,,-6.2612223625183105,5.852766480529681e-05,-0.05348852276802063,0.1428057998418808,0.040023088455200195,0.010685920715332031,1893.0,0.19519178569316864,150.1627960205078,-4.506193161010742,-0.02112191915512085,-0.9417507648468018,-5.585697174072266,-0.4263407289981842,-0.8095375895500183,1.8545397520065308,-0.002857225714251399
71,,,,,,,,,,-6.260030269622803,5.852766480529681e-05,-0.055897168815135956,0.09177934378385544,0.050597190856933594,0.011105060577392578,1555.0,0.19515632092952728,150.75555419921875,-4.586958885192871,-0.023537715896964073,-0.6194586157798767,-3.9336283206939697,-0.45766881108283997,-0.502097487449646,1.8997474908828735,-0.0053933593444526196
