iteration,Episode_Reward/action_rate_l2,Episode_Reward/joint_limit,Episode_Reward/motion_body_ang_vel,Episode_Reward/motion_body_lin_vel,Episode_Reward/motion_body_ori,Episode_Reward/motion_body_pos,Episode_Reward/motion_global_root_ori,Episode_Reward/motion_global_root_pos,Episode_Reward/motion_joint_pos,Episode_Reward/motion_joint_vel,Episode_Termination/anchor_ori,Episode_Termination/anchor_pos,Episode_Termination/clip_end,Episode_Termination/ee_body_pos,Episode_Termination/fallen,Episode_Termination/incidental_bat_support,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/motion/error_anchor_ang_vel,Metrics/motion/error_anchor_lin_vel,Metrics/motion/error_anchor_pos,Metrics/motion/error_anchor_rot,Metrics/motion/error_body_ang_vel,Metrics/motion/error_body_lin_vel,Metrics/motion/error_body_pos,Metrics/motion/error_body_rot,Metrics/motion/error_joint_pos,Metrics/motion/error_joint_vel,Metrics/motion/sampling_entropy,Metrics/motion/sampling_top1_bin,Metrics/motion/sampling_top1_prob,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward,reward/action_rate_l2,reward/joint_limit,reward/motion_body_ang_vel,reward/motion_body_lin_vel,reward/motion_body_ori,reward/motion_body_pos,reward/motion_global_root_ori,reward/motion_global_root_pos,reward/motion_joint_pos,reward/motion_joint_vel
0,,,,,,,,,,,,,,,,,,-5.533047199249268,2.60122942563612e-05,0.08200260251760483,0.14877557754516602,,,,,,,,,,,,,,7.484281539916992,0.03764915466308594,25.0,0.19990882277488708,21.75,1.4858931303024292,-0.2665809690952301,0.0,0.31869250535964966,0.45245155692100525,0.5989115834236145,0.8660812377929688,0.24109773337841034,0.47111859917640686,0.8037448525428772,0.0
1,-0.05106610432267189,0.0,0.05332880839705467,0.08031737059354782,0.10346368700265884,0.15955980122089386,0.03866841644048691,0.08823677897453308,0.15315593779087067,0.0,0.0,0.0,0.0,1.6666666269302368,0.0,0.0,0.0,-5.538749694824219,1.1561020073713735e-05,-0.038872137665748596,0.03625601902604103,2.2031447887420654,1.432752251625061,0.18477033078670502,1.2874407768249512,4.286069869995117,1.337538242340088,0.2578033208847046,0.7393395900726318,0.5008144378662109,13.39791488647461,0.0,0.0,0.0,8.898490905761719,0.021293163299560547,21.0,0.1999085694551468,24.0,1.6056058406829834,-0.2742830812931061,0.0,0.3014110326766968,0.45203033089637756,0.5735591053962708,0.8598219752311707,0.2115364521741867,0.46801328659057617,0.8057255744934082,0.0
2,-0.053548663854599,-2.7391361072659492e-06,0.0575353167951107,0.08544567227363586,0.10436432808637619,0.16482587158679962,0.03823411837220192,0.09067264199256897,0.1578366607427597,0.0,0.0,0.0,0.0,1.1666666269302368,0.0,0.1666666716337204,0.0,-5.537973403930664,2.60122942563612e-05,-0.04467974975705147,0.025182045996189117,2.707016706466675,1.3967365026474,0.2046852558851242,1.1354237794876099,4.194862365722656,1.2790955305099487,0.2570183575153351,0.71480792760849,0.5578924417495728,11.228225708007812,0.0,0.0,0.0,7.002748966217041,0.019659996032714844,27.0,0.19993320107460022,25.235294342041016,1.6696947813034058,-0.2649388611316681,-1.208108733408153e-05,0.2932269871234894,0.4456883370876312,0.5458970069885254,0.843625545501709,0.21067452430725098,0.45995569229125977,0.8063147664070129,0.0
3,,,,,,,,,,,,,,,,,,-5.533048629760742,2.60122942563612e-05,-0.04892522841691971,0.013551094569265842,,,,,,,,,,,,,,6.627421855926514,0.017195940017700195,28.0,0.1999645233154297,25.600000381469727,1.6858696937561035,-0.2743256986141205,-7.526705303462222e-06,0.31156104803085327,0.44196632504463196,0.5476083159446716,0.8342540860176086,0.2108866423368454,0.4565514326095581,0.7988000512123108,0.0
4,,,,,,,,,,,,,,,,,,-5.528465747833252,2.60122942563612e-05,-0.05648621916770935,0.00630433252081275,,,,,,,,,,,,,,6.7167768478393555,0.01901412010192871,28.0,0.20001035928726196,25.606060028076172,1.6880027055740356,-0.2660614550113678,-1.8337004803470336e-06,0.300335556268692,0.43773555755615234,0.5466872453689575,0.8431313633918762,0.20851857960224152,0.4611121416091919,0.8001863360404968,0.0
5,,,,,,,,,,,,,,,,,,-5.521913528442383,1.7341530110570602e-05,-0.05188456177711487,0.009168810211122036,,,,,,,,,,,,,,6.6803789138793945,0.018664836883544922,28.0,0.2000449150800705,25.75,1.691529631614685,-0.2626323401927948,-2.138584568456281e-05,0.3090961277484894,0.43950358033180237,0.5167384147644043,0.8280268311500549,0.19906987249851227,0.45644164085388184,0.7934125065803528,0.0
6,-0.052799683064222336,-3.29759814121644e-06,0.05816793814301491,0.08565954118967056,0.10214649885892868,0.16525302827358246,0.037655171006917953,0.09149866551160812,0.15902145206928253,0.0,0.0,0.0,0.0,1.1428571939468384,0.0,0.1428571492433548,0.0,-5.51732873916626,2.60122942563612e-05,-0.0444047637283802,0.006028940435498953,3.4729175567626953,1.457070231437683,0.2208593338727951,1.027644395828247,4.692867755889893,1.3295797109603882,0.2708010673522949,0.7197120785713196,0.6239864230155945,11.102107048034668,0.0,0.0,0.0,6.694408416748047,0.019011735916137695,28.0,0.20007817447185516,26.0,1.7004759311676025,-0.26917651295661926,-1.875556517916266e-05,0.3037477731704712,0.42731761932373047,0.5092781186103821,0.8170530796051025,0.19310016930103302,0.453953355550766,0.795005738735199,0.0
7,,,,,,,,,,,,,,,,,,-5.515194892883301,1.1561020073713735e-05,-0.04552249610424042,0.006453061942011118,,,,,,,,,,,,,,6.609760284423828,0.017503976821899414,28.0,0.20006407797336578,26.125,1.7064300775527954,-0.26265183091163635,-3.091529288212769e-05,0.2877669632434845,0.426285058259964,0.5117171406745911,0.8242071270942688,0.18439258635044098,0.4550449848175049,0.7937383055686951,0.0
8,,,,,,,,,,,,,,,,,,-5.51486349105835,3.9018443203531206e-05,-0.033508285880088806,0.021640844643115997,,,,,,,,,,,,,,6.618642807006836,0.020309925079345703,28.0,0.2001103311777115,26.3125,1.7157617807388306,-0.252145916223526,-4.3880445446120575e-05,0.27253371477127075,0.41272199153900146,0.46131742000579834,0.8035221695899963,0.16465739905834198,0.4467041492462158,0.7835440635681152,0.0
9,,,,,,,,,,,,,,,,,,-5.508155822753906,1.1561020073713735e-05,-0.052445702254772186,0.004578765947371721,,,,,,,,,,,,,,8.384387016296387,0.020004987716674805,22.0,0.20013557374477386,26.299999237060547,1.7159632444381714,-0.2690235674381256,-2.3790920749888755e-05,0.25684764981269836,0.3988838493824005,0.4940160810947418,0.8252564072608948,0.17646978795528412,0.4562563896179199,0.7869774699211121,0.0
