iteration,Episode_Reward/action_rate_l2,Episode_Reward/joint_limit,Episode_Reward/motion_body_ang_vel,Episode_Reward/motion_body_lin_vel,Episode_Reward/motion_body_ori,Episode_Reward/motion_body_pos,Episode_Reward/motion_global_root_ori,Episode_Reward/motion_global_root_pos,Episode_Reward/motion_joint_pos,Episode_Reward/motion_joint_vel,Episode_Termination/anchor_ori,Episode_Termination/anchor_pos,Episode_Termination/clip_end,Episode_Termination/ee_body_pos,Episode_Termination/incidental_bat_support,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/motion/error_anchor_ang_vel,Metrics/motion/error_anchor_lin_vel,Metrics/motion/error_anchor_pos,Metrics/motion/error_anchor_rot,Metrics/motion/error_body_ang_vel,Metrics/motion/error_body_lin_vel,Metrics/motion/error_body_pos,Metrics/motion/error_body_rot,Metrics/motion/error_joint_pos,Metrics/motion/error_joint_vel,Metrics/motion/sampling_entropy,Metrics/motion/sampling_top1_bin,Metrics/motion/sampling_top1_prob,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward,reward/action_rate_l2,reward/joint_limit,reward/motion_body_ang_vel,reward/motion_body_lin_vel,reward/motion_body_ori,reward/motion_body_pos,reward/motion_global_root_ori,reward/motion_global_root_pos,reward/motion_joint_pos,reward/motion_joint_vel
0,,,,,,,,,,,,,,,,,-5.53941535949707,2.60122942563612e-05,0.13756345212459564,0.7033626437187195,,,,,,,,,,,,,,1.019723892211914,0.02303290367126465,368.0,0.19999545812606812,,,-0.24278168380260468,0.0,0.8674659132957458,0.9728677868843079,0.9535401463508606,0.9955472350120544,0.45902857184410095,0.4979306757450104,0.9699874520301819,0.0
1,,,,,,,,,,,,,,,,,-5.521396160125732,1.1561020073713735e-05,-0.02237960509955883,0.7509161233901978,,,,,,,,,,,,,,0.9296770095825195,0.021453142166137695,403.0,0.2000507116317749,34.5,3.771646022796631,-0.2513635456562042,0.0,0.8515662550926208,0.9605021476745605,0.959117591381073,0.9952211976051331,0.4491296708583832,0.49220383167266846,0.9657062888145447,0.0
2,,,,,,,,,,,,,,,,,-5.516416072845459,2.60122942563612e-05,-0.03126879781484604,0.5699894428253174,,,,,,,,,,,,,,0.925267219543457,0.02273702621459961,405.0,0.20008547604084015,47.5,5.148552417755127,-0.2506331205368042,0.0,0.7843534350395203,0.9232174754142761,0.8572021126747131,0.977295458316803,0.365617960691452,0.48483821749687195,0.9228964447975159,0.0
3,,,,,,,,,,,,,,,,,-5.507538795471191,1.7341530110570602e-05,-0.037321023643016815,0.47794610261917114,,,,,,,,,,,,,,0.9030871391296387,0.020823955535888672,415.0,0.20016781985759735,71.69999694824219,7.495617389678955,-0.24956364929676056,-5.6820976169547066e-05,0.768028199672699,0.8669305443763733,0.8954031467437744,0.9769217371940613,0.3308485150337219,0.45982468128204346,0.9296113848686218,0.0
4,,,,,,,,,,,,,,,,,-5.49401330947876,3.9018443203531206e-05,-0.03278994560241699,0.6684836149215698,,,,,,,,,,,,,,0.8908941745758057,0.020433902740478516,421.0,0.20030176639556885,75.36363983154297,7.818404197692871,-0.24987046420574188,-2.0733779820147902e-05,0.7929695248603821,0.9169066548347473,0.8571584820747375,0.9713801741600037,0.3574281632900238,0.4749585688114166,0.9340144991874695,0.0
5,-0.18867212533950806,-7.139316494431114e-06,0.6082010269165039,0.6933110952377319,0.6582534909248352,0.7405855059623718,0.27393847703933716,0.3525257408618927,0.7124797701835632,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.800000011920929,-5.474452972412109,2.60122942563612e-05,-0.0406857430934906,0.45237696170806885,0.9676896929740906,0.3047505021095276,0.14922970533370972,0.3367534279823303,1.3028517961502075,0.31901758909225464,0.07092691957950592,0.22164317965507507,0.25680986046791077,5.306148529052734,0.0,0.0,0.0,0.8934500217437744,0.01999187469482422,420.0,0.2003910094499588,87.5,8.985105514526367,-0.2533768117427826,-2.0378089175210334e-05,0.7969688773155212,0.9196133613586426,0.8927024006843567,0.978175699710846,0.390642374753952,0.47778061032295227,0.946169912815094,0.0
6,,,,,,,,,,,,,,,,,-5.466684818267822,2.60122942563612e-05,-0.0481516532599926,0.5554319620132446,,,,,,,,,,,,,,0.8969171047210693,0.02041172981262207,418.0,0.20041713118553162,91.05882263183594,9.341631889343262,-0.2532796561717987,-2.3125356165110134e-05,0.7575529217720032,0.8753929734230042,0.8421576619148254,0.9624446034431458,0.34527432918548584,0.460184246301651,0.9290141463279724,0.0
7,,,,,,,,,,,,,,,,,-5.466938018798828,2.60122942563612e-05,-0.03716041147708893,0.5045336484909058,,,,,,,,,,,,,,0.8880100250244141,0.020383358001708984,422.0,0.20039227604866028,96.63157653808594,9.769052505493164,-0.25142571330070496,-5.0081474910257384e-05,0.7788767218589783,0.876100480556488,0.840554416179657,0.9576172232627869,0.3508419692516327,0.45864877104759216,0.9310523867607117,0.0
8,,,,,,,,,,,,,,,,,-5.466363430023193,3.9018443203531206e-05,-0.04010147228837013,0.4563280940055847,,,,,,,,,,,,,,0.8660690784454346,0.020030975341796875,433.0,0.20043465495109558,99.30000305175781,10.027740478515625,-0.24182522296905518,-2.6826930479728617e-05,0.7643043398857117,0.891030490398407,0.8547592163085938,0.9720514416694641,0.3529537618160248,0.4674505293369293,0.9294319748878479,0.0
9,,,,,,,,,,,,,,,,,-5.45570182800293,2.60122942563612e-05,-0.043306864798069,0.3470086455345154,,,,,,,,,,,,,,0.8968091011047363,0.02013087272644043,418.0,0.200532928109169,109.44000244140625,11.071185111999512,-0.24282920360565186,-3.0686755053466186e-05,0.7589572072029114,0.8900823593139648,0.8448365330696106,0.9643933176994324,0.34568271040916443,0.45140695571899414,0.9306053519248962,0.0
10,,,,,,,,,,,,,,,,,-5.448361396789551,2.60122942563612e-05,-0.032788123935461044,0.4626394212245941,,,,,,,,,,,,,,0.8647410869598389,0.019934892654418945,434.0,0.2005317062139511,113.14286041259766,11.430059432983398,-0.25537949800491333,-1.406943647452863e-05,0.7866199612617493,0.8993968367576599,0.8482833504676819,0.9598806500434875,0.3651742935180664,0.45295438170433044,0.9485026001930237,0.0
11,,,,,,,,,,,,,,,,,-5.445845603942871,2.60122942563612e-05,-0.035765305161476135,0.46605396270751953,,,,,,,,,,,,,,0.8756887912750244,0.019893407821655273,428.0,0.20058418810367584,117.59375,11.791485786437988,-0.2522185742855072,-2.8101947464165278e-05,0.7805879712104797,0.8771327137947083,0.8373571038246155,0.9480510354042053,0.37112581729888916,0.4364924430847168,0.9458801746368408,0.0
12,,,,,,,,,,,,,,,,,-5.438772678375244,2.60122942563612e-05,-0.04212580993771553,0.2951199412345886,,,,,,,,,,,,,,0.8894891738891602,0.021242856979370117,421.0,0.20061776041984558,118.57575988769531,11.91622543334961,-0.25279051065444946,-2.0343215965112904e-06,0.7688681483268738,0.8918280601501465,0.8623907566070557,0.9642435908317566,0.375060111284256,0.4631328880786896,0.9381880760192871,0.0
13,-0.23489683866500854,-3.5296037822263315e-05,0.6921821236610413,0.7835254669189453,0.7503759264945984,0.8730884194374084,0.31033840775489807,0.4037156105041504,0.8691997528076172,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.439098358154297,2.60122942563612e-05,-0.03460078686475754,0.6466399431228638,1.6110280752182007,1.5611318349838257,0.5193142294883728,1.0229851007461548,2.0542938709259033,1.2305141687393188,0.22507186233997345,0.6272342801094055,0.4153383672237396,4.795525074005127,0.0,0.0,0.0,0.8919849395751953,0.01969599723815918,421.0,0.20056752860546112,120.33333587646484,12.035079956054688,-0.24973075091838837,-7.314307731576264e-05,0.7542261481285095,0.8532905578613281,0.8344078660011292,0.9517270922660828,0.3302477300167084,0.45017775893211365,0.9331061244010925,0.0
14,,,,,,,,,,,,,,,,,-5.445212364196777,2.60122942563612e-05,-0.03314777836203575,0.4567774832248688,,,,,,,,,,,,,,0.8515310287475586,0.02007579803466797,440.0,0.20056012272834778,120.1891860961914,11.998698234558105,-0.25930944085121155,-2.961554673674982e-05,0.7526952624320984,0.8831179738044739,0.8530299067497253,0.9646769165992737,0.3340522050857544,0.46714651584625244,0.9290143847465515,0.0
15,,,,,,,,,,,,,,,,,-5.4445695877075195,1.7341530110570602e-05,-0.038733549416065216,0.20809370279312134,,,,,,,,,,,,,,0.8482468128204346,0.019401073455810547,442.0,0.20055963099002838,122.42500305175781,12.23310661315918,-0.24821136891841888,-4.979328150511719e-05,0.7535616755485535,0.8709713816642761,0.8295669555664062,0.9572198390960693,0.3119659423828125,0.45269539952278137,0.9331066012382507,0.0
16,,,,,,,,,,,,,,,,,-5.446378707885742,3.9018443203531206e-05,-0.024421827867627144,0.6988991498947144,,,,,,,,,,,,,,0.8649630546569824,0.020992040634155273,433.0,0.20053012669086456,124.4772720336914,12.423674583435059,-0.24786926805973053,-4.9169189878739417e-05,0.7734570503234863,0.8681088089942932,0.8196660876274109,0.9449250102043152,0.34961605072021484,0.4416149854660034,0.9430415034294128,0.0
