iteration,Episode_Reward/action_rate_l2,Episode_Reward/joint_limit,Episode_Reward/motion_body_ang_vel,Episode_Reward/motion_body_lin_vel,Episode_Reward/motion_body_ori,Episode_Reward/motion_body_pos,Episode_Reward/motion_global_root_ori,Episode_Reward/motion_global_root_pos,Episode_Reward/motion_joint_pos,Episode_Reward/motion_joint_vel,Episode_Termination/anchor_ori,Episode_Termination/anchor_pos,Episode_Termination/clip_end,Episode_Termination/ee_body_pos,Episode_Termination/fallen,Episode_Termination/incidental_bat_support,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/motion/error_anchor_ang_vel,Metrics/motion/error_anchor_lin_vel,Metrics/motion/error_anchor_pos,Metrics/motion/error_anchor_rot,Metrics/motion/error_body_ang_vel,Metrics/motion/error_body_lin_vel,Metrics/motion/error_body_pos,Metrics/motion/error_body_rot,Metrics/motion/error_joint_pos,Metrics/motion/error_joint_vel,Metrics/motion/sampling_entropy,Metrics/motion/sampling_top1_bin,Metrics/motion/sampling_top1_prob,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward,reward/action_rate_l2,reward/joint_limit,reward/motion_body_ang_vel,reward/motion_body_lin_vel,reward/motion_body_ori,reward/motion_body_pos,reward/motion_global_root_ori,reward/motion_global_root_pos,reward/motion_joint_pos,reward/motion_joint_vel
20,,,,,,,,,,,,,,,,,,-5.49699068069458,2.2500000341096893e-05,-0.05307643115520477,0.006584089249372482,,,,,,,,,,,,,,6.39476203918457,0.016473770141601562,29.0,0.20022521913051605,29.43000030517578,1.8637101650238037,-0.2723406255245209,0.0,0.28404200077056885,0.43286406993865967,0.4618873596191406,0.8171257376670837,0.148839071393013,0.43789926171302795,0.7968425154685974,0.0
21,,,,,,,,,,,,,,,,,,-5.495377540588379,2.2500000341096893e-05,-0.05279085412621498,0.008543415926396847,,,,,,,,,,,,,,6.301820278167725,0.016539812088012695,30.0,0.20021113753318787,29.3700008392334,1.8595572710037231,-0.2685411870479584,0.0,0.2735198736190796,0.42614004015922546,0.48291873931884766,0.8167037963867188,0.1676435023546219,0.44072386622428894,0.8062630295753479,0.0
22,,,,,,,,,,,,,,,,,,-5.497826099395752,3.3749998692655936e-05,-0.05277262628078461,0.005503721535205841,,,,,,,,,,,,,,6.871522903442383,0.01831817626953125,27.0,0.20018641650676727,29.43000030517578,1.8617935180664062,-0.2577251195907593,0.0,0.29768916964530945,0.4393291175365448,0.4837864637374878,0.8241252899169922,0.16741426289081573,0.4436990022659302,0.7954828143119812,0.0
23,,,,,,,,,,,,,,,,,,-5.502763271331787,2.2500000341096893e-05,-0.06001000106334686,0.0064176032319664955,,,,,,,,,,,,,,6.253993034362793,0.016273975372314453,30.0,0.20014642179012299,29.450000762939453,1.8623124361038208,-0.27304938435554504,0.0,0.29822036623954773,0.44483041763305664,0.49881741404533386,0.8240196704864502,0.18084116280078888,0.43887385725975037,0.8004794120788574,0.0
24,-0.057528555393218994,-1.4529184966249886e-07,0.06325508654117584,0.09327121078968048,0.10320919752120972,0.1744634360074997,0.03648553043603897,0.0938672348856926,0.16827383637428284,0.0,0.0,0.0,0.0,1.1428571939468384,0.0,0.0,0.0,-5.507299900054932,2.2500000341096893e-05,-0.05074603483080864,0.005114356521517038,3.245840311050415,1.2490298748016357,0.24511244893074036,1.1314617395401,4.545222282409668,1.3330802917480469,0.2548169493675232,0.6947299242019653,0.5588229298591614,9.19304084777832,0.0,0.0,0.0,6.285612106323242,0.01622295379638672,30.0,0.2001401036977768,29.389999389648438,1.857550859451294,-0.2732832729816437,-7.151083423195814e-07,0.3016510307788849,0.45133185386657715,0.4960770606994629,0.8218784928321838,0.17535214126110077,0.44237378239631653,0.7928066253662109,0.0
25,,,,,,,,,,,,,,,,,,-5.506680965423584,3.3749998692655936e-05,-0.051764920353889465,0.0073322514072060585,,,,,,,,,,,,,,6.239270210266113,0.016381025314331055,30.0,0.20015117526054382,29.510000228881836,1.863141417503357,-0.26585593819618225,-1.325796802120749e-06,0.2897093892097473,0.4276992082595825,0.43658924102783203,0.7947651743888855,0.15071819722652435,0.4294622242450714,0.7792015671730042,0.0
26,,,,,,,,,,,,,,,,,,-5.503318786621094,1.4999999621068127e-05,-0.05166986957192421,0.005264944396913052,,,,,,,,,,,,,,6.214936256408691,0.015944957733154297,30.0,0.20018596947193146,29.479999542236328,1.8609987497329712,-0.25967612862586975,0.0,0.2819254696369171,0.4253709316253662,0.4680868685245514,0.8147764205932617,0.16413244605064392,0.44397056102752686,0.7977703213691711,0.0
27,-0.05739347264170647,0.0,0.0637979581952095,0.09334699809551239,0.10048375278711319,0.1726093292236328,0.03639589622616768,0.0945650190114975,0.1703510731458664,0.0,0.0,0.0,0.0,0.800000011920929,0.0,0.20000000298023224,0.0,-5.499053955078125,2.2500000341096893e-05,-0.048185721039772034,0.004430915229022503,2.723071575164795,1.405626893043518,0.2514009177684784,1.0727969408035278,4.7918925285339355,1.4022419452667236,0.2721252739429474,0.724300742149353,0.5505691766738892,9.077105522155762,0.0,0.0,0.0,7.266705513000488,0.019439220428466797,26.0,0.20022174715995789,29.440000534057617,1.857131838798523,-0.2656867206096649,-1.9061302509726374e-06,0.2687016725540161,0.43006181716918945,0.48826518654823303,0.8275370001792908,0.1561214178800583,0.4465421736240387,0.7942995429039001,0.0
28,,,,,,,,,,,,,,,,,,-5.492835998535156,2.2500000341096893e-05,-0.04349946230649948,0.00799525249749422,,,,,,,,,,,,,,9.466527938842773,0.019276857376098633,20.0,0.20026440918445587,29.510000228881836,1.8586243391036987,-0.25598540902137756,-2.7857249733642675e-06,0.2984601557254791,0.4437594711780548,0.4956558644771576,0.8150946497917175,0.1797025352716446,0.4322458505630493,0.8026530742645264,0.0
29,,,,,,,,,,,,,,,,,,-5.486393451690674,3.3749998692655936e-05,-0.04742295667529106,0.005631845444440842,,,,,,,,,,,,,,7.41123104095459,0.018732070922851562,25.0,0.20032544434070587,29.6200008392334,1.8656399250030518,-0.2692566215991974,0.0,0.303518146276474,0.450582891702652,0.4963310658931732,0.8144674897193909,0.17213191092014313,0.43449607491493225,0.7955181002616882,0.0
