iteration,Episode_Reward/action_rate_l2,Episode_Reward/joint_limit,Episode_Reward/motion_body_ang_vel,Episode_Reward/motion_body_lin_vel,Episode_Reward/motion_body_ori,Episode_Reward/motion_body_pos,Episode_Reward/motion_global_root_ori,Episode_Reward/motion_global_root_pos,Episode_Reward/motion_joint_pos,Episode_Reward/motion_joint_vel,Episode_Reward/motion_world_foot_pos,Episode_Termination/anchor_ori,Episode_Termination/anchor_pos,Episode_Termination/clip_end,Episode_Termination/ee_body_pos,Episode_Termination/fallen,Episode_Termination/incidental_bat_support,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/motion/error_anchor_ang_vel,Metrics/motion/error_anchor_lin_vel,Metrics/motion/error_anchor_pos,Metrics/motion/error_anchor_rot,Metrics/motion/error_body_ang_vel,Metrics/motion/error_body_lin_vel,Metrics/motion/error_body_pos,Metrics/motion/error_body_rot,Metrics/motion/error_joint_pos,Metrics/motion/error_joint_vel,Metrics/motion/sampling_entropy,Metrics/motion/sampling_top1_bin,Metrics/motion/sampling_top1_prob,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward,reward/action_rate_l2,reward/joint_limit,reward/motion_body_ang_vel,reward/motion_body_lin_vel,reward/motion_body_ori,reward/motion_body_pos,reward/motion_global_root_ori,reward/motion_global_root_pos,reward/motion_joint_pos,reward/motion_joint_vel,reward/motion_world_foot_pos
17,,,,,,,,,,,,,,,,,,,-25.556110382080078,9.999999747378752e-06,-0.038145747035741806,0.9515951871871948,,,,,,,,,,,,,,6.710616111755371,0.023593902587890625,28.0,0.10028290748596191,116.26087188720703,14.269100189208984,-0.06211526319384575,0.0,0.943162739276886,0.8377934098243713,0.7669229507446289,0.9304037094116211,0.4118935167789459,0.3819683790206909,0.9225661754608154,0.0,0.33988097310066223
18,,,,,,,,,,,,,,,,,,,-25.55194091796875,3.3749998692655936e-05,-0.032298795878887177,1.5765222311019897,,,,,,,,,,,,,,6.932797908782959,0.016294240951538086,27.0,0.10028667747974396,123.61538696289062,15.178592681884766,-0.05996124446392059,0.0,0.9538834691047668,0.8964102864265442,0.8671184182167053,0.9512074589729309,0.44520604610443115,0.43732205033302307,0.9614543318748474,0.0,0.5402275323867798
19,,,,,,,,,,,,,,,,,,,-25.559307098388672,2.2500000341096893e-05,-0.02985564060509205,0.9954792261123657,,,,,,,,,,,,,,7.180472373962402,0.017930984497070312,26.0,0.10023704916238785,124.55555725097656,15.296586036682129,-0.059491634368896484,0.0,0.9674918055534363,0.9363780617713928,0.9192097783088684,0.9744980931282043,0.46768656373023987,0.45511212944984436,0.969785749912262,0.0,0.5437539219856262
20,,,,,,,,,,,,,,,,,,,-25.56024932861328,2.2500000341096893e-05,-0.036881592124700546,1.1574054956436157,,,,,,,,,,,,,,7.284564018249512,0.016362905502319336,26.0,0.10030064731836319,124.96428680419922,15.312872886657715,-0.061385393142700195,0.0,0.9649701714515686,0.9317822456359863,0.9037165641784668,0.9590147137641907,0.4685990810394287,0.4462011754512787,0.95751953125,0.0,0.5686390995979309
21,,,,,,,,,,,,,,,,,,,-25.54098892211914,2.2500000341096893e-05,-0.03190000355243683,0.37027204036712646,,,,,,,,,,,,,,9.112358093261719,0.021940946578979492,21.0,0.10035190731287003,124.96428680419922,15.312872886657715,-0.061182305216789246,0.0,0.9757820963859558,0.9693742394447327,0.9456424713134766,0.988534152507782,0.4745875298976898,0.4785238206386566,0.9764392971992493,0.0,0.6316761374473572
22,,,,,,,,,,,,,,,,,,,-25.525264739990234,2.2500000341096893e-05,-0.030146759003400803,1.3180984258651733,,,,,,,,,,,,,,7.62706184387207,0.01635575294494629,25.0,0.1004205122590065,125.79310607910156,15.380305290222168,-0.05923600494861603,0.0,0.9479990601539612,0.9134801030158997,0.9007280468940735,0.9611846804618835,0.4483720064163208,0.4470013380050659,0.9704212546348572,0.0,0.6004024147987366
23,,,,,,,,,,,,,,,,,,,-25.511764526367188,1.4999999621068127e-05,-0.04285464808344841,0.27221572399139404,,,,,,,,,,,,,,7.361559867858887,0.018313169479370117,26.0,0.10042800009250641,122.03225708007812,14.989309310913086,-0.05993583798408508,0.0,0.9490931034088135,0.8745375275611877,0.8361243605613708,0.9353410601615906,0.44779548048973083,0.3972574770450592,0.9336967468261719,0.0,0.5972382426261902
24,,,,,,,,,,,,,,,,,,,-25.51703453063965,3.3749998692655936e-05,-0.027703870087862015,1.1935279369354248,,,,,,,,,,,,,,7.714239120483398,0.01639389991760254,24.0,0.10038985311985016,125.61764526367188,15.426709175109863,-0.06493968516588211,0.0,0.9614754319190979,0.9423791766166687,0.9143204689025879,0.9640846252441406,0.4678899347782135,0.4535210132598877,0.9653701782226562,0.0,0.6765339374542236
25,,,,,,,,,,,,,,,,,,,-25.52750015258789,2.2500000341096893e-05,-0.03584348037838936,1.606203317642212,,,,,,,,,,,,,,7.890851974487305,0.018340110778808594,24.0,0.10036071389913559,127.05714416503906,15.574889183044434,-0.05953024700284004,0.0,0.9578068256378174,0.9048458933830261,0.8774018287658691,0.9550766944885254,0.4470594823360443,0.43661341071128845,0.9745767712593079,0.0,0.6930487155914307
26,,,,,,,,,,,,,,,,,,,-25.536479949951172,2.2500000341096893e-05,-0.026768883690238,0.9735389947891235,,,,,,,,,,,,,,8.165270805358887,0.016073942184448242,23.0,0.10033019632101059,125.24324035644531,15.371987342834473,-0.059971753507852554,0.0,0.9773128628730774,0.9763943552970886,0.9732782244682312,0.990791380405426,0.4867915213108063,0.48944583535194397,0.9913561940193176,0.0,0.7596855759620667
27,,,,,,,,,,,,,,,,,,,-25.544591903686523,2.2500000341096893e-05,-0.039821378886699677,0.17355185747146606,,,,,,,,,,,,,,7.714972019195557,0.01807999610900879,24.0,0.10029588639736176,126.15384674072266,15.58082103729248,-0.06131548807024956,0.0,0.981883704662323,0.9761347770690918,0.964932918548584,0.9926368594169617,0.4864068329334259,0.4827711582183838,0.9797986149787903,0.0,0.644028902053833
28,,,,,,,,,,,,,,,,,,,-25.55347442626953,2.2500000341096893e-05,-0.041133858263492584,1.7315654754638672,,,,,,,,,,,,,,7.2831010818481445,0.023794889450073242,26.0,0.10027872025966644,126.25,15.562702178955078,-0.05964025855064392,0.0,0.9629396796226501,0.9116186499595642,0.8706433773040771,0.9517896771430969,0.4565679728984833,0.4267360270023346,0.9437883496284485,0.0,0.49378451704978943
29,,,,,,,,,,,,,,,,,,,-25.5589542388916,2.2500000341096893e-05,-0.03251940384507179,2.2909576892852783,,,,,,,,,,,,,,10.11104965209961,0.019407033920288086,18.0,0.1002534031867981,126.02381134033203,15.57088565826416,-0.05880079045891762,0.0,0.9615201950073242,0.8898999691009521,0.8375979065895081,0.9437680244445801,0.44208183884620667,0.414205938577652,0.9425374865531921,0.0,0.4454026520252228
30,,,,,,,,,,,,,,,,,,,-25.560688018798828,1.4999999621068127e-05,-0.027040397748351097,0.6103039383888245,,,,,,,,,,,,,,8.155502319335938,0.024847984313964844,23.0,0.10027303546667099,126.3720932006836,15.579626083374023,-0.06236659362912178,0.0,0.9828906059265137,0.9730942845344543,0.9398358464241028,0.9846329689025879,0.47225844860076904,0.4785023033618927,0.9723107218742371,0.0,0.7379019856452942
31,,,,,,,,,,,,,,,,,,,-25.553363800048828,2.2500000341096893e-05,-0.032176531851291656,2.0651142597198486,,,,,,,,,,,,,,8.064201354980469,0.024595975875854492,23.0,0.10030358284711838,124.86666870117188,15.373289108276367,-0.06182101368904114,0.0,0.9560757279396057,0.9378247261047363,0.9004361033439636,0.961555004119873,0.4509254992008209,0.45769381523132324,0.9697802066802979,0.0,0.710284411907196
32,,,,,,,,,,,,,,,,,,,-25.548887252807617,2.2500000341096893e-05,-0.03718560189008713,2.434018850326538,,,,,,,,,,,,,,8.594538688659668,0.023848295211791992,22.0,0.10030309855937958,125.02173614501953,15.372550010681152,-0.059771422296762466,0.0,0.970019519329071,0.946124255657196,0.9228408336639404,0.9784917235374451,0.4652504026889801,0.4675103724002838,0.9795174598693848,0.0,0.7220277786254883
33,,,,,,,,,,,,,,,,,,,-25.547212600708008,1.4999999621068127e-05,-0.037575628608465195,0.24730680882930756,,,,,,,,,,,,,,7.9710893630981445,0.020272016525268555,24.0,0.10031697899103165,125.02173614501953,15.372550010681152,-0.061159323900938034,0.0,0.9859097599983215,0.9928295016288757,0.975457489490509,0.9963187575340271,0.49267590045928955,0.49147406220436096,0.9777364730834961,0.0,0.7612672448158264
34,,,,,,,,,,,,,,,,,,,-25.54085350036621,2.2500000341096893e-05,-0.02762243151664734,0.18139806389808655,,,,,,,,,,,,,,7.722869873046875,0.01697373390197754,24.0,0.10035654902458191,124.89361572265625,15.39537239074707,-0.06130534037947655,0.0,0.9809529185295105,0.9686097502708435,0.9228946566581726,0.9850947260856628,0.47023168206214905,0.4697555601596832,0.9645817875862122,0.0,0.611867368221283
35,,,,,,,,,,,,,,,,,,,-25.530540466308594,3.3749998692655936e-05,-0.03860095515847206,4.138482570648193,,,,,,,,,,,,,,7.421814918518066,0.017734050750732422,25.0,0.1003761738538742,127.83999633789062,15.784383773803711,-0.06261689960956573,0.0,0.9451351761817932,0.8893101215362549,0.850019633769989,0.9466900825500488,0.43129730224609375,0.43047022819519043,0.9639490246772766,0.0,0.6629483699798584
36,,,,,,,,,,,,,,,,,,,-25.523128509521484,1.4999999621068127e-05,-0.0304604172706604,2.038384199142456,,,,,,,,,,,,,,8.820539474487305,0.01907181739807129,21.0,0.1004180908203125,128.88461303710938,15.959160804748535,-0.06145253777503967,0.0,0.970818281173706,0.9587518572807312,0.9515528082847595,0.9834966063499451,0.4769348204135895,0.4781419336795807,0.9889268279075623,0.0,0.7432426810264587
37,,,,,,,,,,,,,,,,,,,-25.511960983276367,1.4999999621068127e-05,-0.032709620893001556,0.2829557955265045,,,,,,,,,,,,,,7.644473075866699,0.020048856735229492,25.0,0.10045107454061508,128.88461303710938,15.959160804748535,-0.058914754539728165,0.0,0.9833049774169922,0.9945594668388367,0.9820114970207214,0.9984571933746338,0.49336519837379456,0.49796977639198303,0.9818523526191711,0.0,0.7254378795623779
38,,,,,,,,,,,,,,,,,,,-25.505414962768555,2.2500000341096893e-05,-0.033073097467422485,0.14763420820236206,,,,,,,,,,,,,,7.366466045379639,0.01631784439086914,26.0,0.10045795142650604,128.88461303710938,15.959160804748535,-0.059446681290864944,0.0,0.9808806777000427,0.981196939945221,0.9636425375938416,0.992938220500946,0.4861885607242584,0.4831759035587311,0.9774437546730042,0.0,0.5143046975135803
39,,,,,,,,,,,,,,,,,,,-25.50797462463379,3.3749998692655936e-05,-0.02768838033080101,2.496608257293701,,,,,,,,,,,,,,6.893928527832031,0.025406837463378906,27.0,0.1004437506198883,130.16981506347656,16.128000259399414,-0.05987737700343132,0.0,0.9604626297950745,0.904911994934082,0.8522567749023438,0.9555418491363525,0.44421374797821045,0.4132821261882782,0.9474427103996277,0.0,0.37077227234840393
40,,,,,,,,,,,,,,,,,,,-25.51033592224121,1.4999999621068127e-05,-0.034621600061655045,3.7240543365478516,,,,,,,,,,,,,,7.8187408447265625,0.01951003074645996,24.0,0.10043410956859589,129.8909149169922,16.04880142211914,-0.05996844172477722,0.0,0.9280527234077454,0.841481626033783,0.7691173553466797,0.9109750390052795,0.4055057466030121,0.38005220890045166,0.9329479336738586,0.0,0.409688800573349
41,,,,,,,,,,,,,,,,,,,-25.513072967529297,3.3749998692655936e-05,-0.0313374325633049,3.110299587249756,,,,,,,,,,,,,,8.153448104858398,0.018624067306518555,23.0,0.10043563693761826,131.63792419433594,16.27706527709961,-0.06494580954313278,0.0,0.9598446488380432,0.9180362224578857,0.8930234909057617,0.9606103897094727,0.4542318880558014,0.4503609240055084,0.9679171442985535,0.0,0.6914479732513428
42,,,,,,,,,,,,,,,,,,,-25.50447654724121,2.2500000341096893e-05,-0.03574065491557121,2.1532208919525146,,,,,,,,,,,,,,7.956017971038818,0.016077041625976562,24.0,0.10050080716609955,129.34426879882812,16.015178680419922,-0.06138220801949501,0.0,0.9726106524467468,0.9497851729393005,0.9358246922492981,0.980617105960846,0.47058844566345215,0.47015276551246643,0.9870920181274414,0.0,0.7318050265312195
43,,,,,,,,,,,,,,,,,,,-25.4880428314209,2.2500000341096893e-05,-0.04317542165517807,0.2780246138572693,,,,,,,,,,,,,,8.232064247131348,0.01860785484313965,23.0,0.10053669661283493,129.34426879882812,16.015178680419922,-0.057929348200559616,0.0,0.9853647351264954,0.9945481419563293,0.9918966293334961,0.9992213845252991,0.49534907937049866,0.4991123676300049,0.9916283488273621,0.0,0.8190450668334961
44,-0.024025604128837585,0.0,0.38385385274887085,0.389092355966568,0.38698095083236694,0.3919314742088318,0.19311784207820892,0.1959121972322464,0.3875432312488556,0.0,0.2770601511001587,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-25.47817039489746,1.4999999621068127e-05,-0.03361836075782776,0.17822282016277313,1.4892319440841675,0.14035053551197052,0.0025319838896393776,0.042874157428741455,0.8899661898612976,0.19105108082294464,0.006208639591932297,0.028293544426560402,0.08904802799224854,2.378528118133545,1.0,0.5,0.09090909361839294,8.834275245666504,0.01867389678955078,21.0,0.10057740658521652,130.5806427001953,16.194053649902344,-0.0625893846154213,0.0,0.9839129447937012,0.9884213805198669,0.9793215394020081,0.9967796802520752,0.4925517141819,0.4920952320098877,0.9826999306678772,0.0,0.6676247119903564
45,,,,,,,,,,,,,,,,,,,-25.467443466186523,1.4999999621068127e-05,-0.04086214676499367,0.15834364295005798,,,,,,,,,,,,,,7.4609832763671875,0.019062042236328125,25.0,0.10060402750968933,130.5806427001953,16.194053649902344,-0.0618717186152935,-1.6284985804304597e-07,0.9791679978370667,0.9502207636833191,0.9209386706352234,0.977257251739502,0.47396349906921387,0.4542664587497711,0.9587201476097107,0.0,0.5575286746025085
46,,,,,,,,,,,,,,,,,,,-25.463945388793945,3.3749998692655936e-05,-0.026911236345767975,1.726315975189209,,,,,,,,,,,,,,7.257393836975098,0.01739788055419922,26.0,0.10060392320156097,130.46031188964844,16.16073226928711,-0.0613250732421875,0.0,0.9647209048271179,0.9264328479766846,0.8664563298225403,0.9566918015480042,0.44340622425079346,0.43647778034210205,0.9446850419044495,0.0,0.5509935021400452
47,-0.01729569584131241,-1.9852171462275692e-08,0.26436662673950195,0.25779393315315247,0.24715779721736908,0.2655268609523773,0.12446578592061996,0.12545625865459442,0.26445281505584717,0.0,0.16848124563694,0.0,0.0,0.3333333432674408,0.6666666865348816,0.0,0.0,0.0,-25.462200164794922,1.4999999621068127e-05,-0.04516187310218811,4.466995716094971,1.9309641122817993,1.1321443319320679,0.36550959944725037,0.534371554851532,2.109747886657715,0.9900820851325989,0.17422260344028473,0.5087557435035706,0.26993489265441895,3.5017621517181396,1.0,0.5,0.09090909361839294,8.228792190551758,0.018373966217041016,23.0,0.1006128340959549,131.06060791015625,16.23771095275879,-0.06143173575401306,0.0,0.9259074330329895,0.8545233607292175,0.8004972338676453,0.9259435534477234,0.40528222918510437,0.4031275808811188,0.9543159604072571,0.0,0.6238686442375183
48,,,,,,,,,,,,,,,,,,,-25.46048927307129,3.3749998692655936e-05,-0.024542033672332764,0.9523138999938965,,,,,,,,,,,,,,8.17917251586914,0.018999099731445312,23.0,0.100626640021801,130.98507690429688,16.210050582885742,-0.06102050840854645,0.0,0.9671093821525574,0.9736289978027344,0.9656787514686584,0.9865884780883789,0.48288998007774353,0.4891255795955658,0.9839027523994446,0.0,0.8785975575447083
49,,,,,,,,,,,,,,,,,,,-25.45783805847168,1.4999999621068127e-05,-0.04542731121182442,0.2006721794605255,,,,,,,,,,,,,,8.047094345092773,0.016941070556640625,23.0,0.10062555223703384,130.98507690429688,16.210050582885742,-0.060447465628385544,0.0,0.9753052592277527,0.9913526177406311,0.9803603291511536,0.9984765648841858,0.4904869794845581,0.49872544407844543,0.9823972582817078,0.0,0.8251933455467224
50,,,,,,,,,,,,,,,,,,,-25.460784912109375,2.2500000341096893e-05,-0.023991379886865616,0.1734522581100464,,,,,,,,,,,,,,7.763378143310547,0.0161590576171875,24.0,0.10060445964336395,132.25,16.397024154663086,-0.061085984110832214,0.0,0.9718408584594727,0.9890581965446472,0.9721235632896423,0.9977858066558838,0.48808589577674866,0.49722716212272644,0.9750522971153259,0.0,0.7623998522758484
51,,,,,,,,,,,,,,,,,,,-25.47044563293457,1.4999999621068127e-05,-0.03928384557366371,0.10520152002573013,,,,,,,,,,,,,,8.871771812438965,0.02106332778930664,21.0,0.10056646913290024,132.25,16.397024154663086,-0.060159388929605484,0.0,0.9641103744506836,0.971441924571991,0.9309828281402588,0.9907308220863342,0.4731803834438324,0.4827702045440674,0.9594575762748718,0.0,0.5972815155982971
52,,,,,,,,,,,,,,,,,,,-25.477529525756836,2.2500000341096893e-05,-0.03436090797185898,5.414945125579834,,,,,,,,,,,,,,7.4586334228515625,0.01818084716796875,25.0,0.1005621924996376,133.47886657714844,16.567445755004883,-0.0589798279106617,0.0,0.940903902053833,0.8835673332214355,0.8339449763298035,0.9542474746704102,0.4290875196456909,0.4276510179042816,0.9416813850402832,0.0,0.41602325439453125
53,,,,,,,,,,,,,,,,,,,-25.472322463989258,1.4999999621068127e-05,-0.03509347885847092,0.164511576294899,,,,,,,,,,,,,,7.707491874694824,0.01978898048400879,24.0,0.10060485452413559,134.7083282470703,16.752676010131836,-0.062001511454582214,0.0,0.9591767191886902,0.9012183547019958,0.8559477925300598,0.9539232850074768,0.4532948434352875,0.42064499855041504,0.9397786259651184,0.0,0.5126727223396301
54,,,,,,,,,,,,,,,,,,,-25.463350296020508,5.062499985797331e-05,-0.02620137669146061,2.1639530658721924,,,,,,,,,,,,,,8.6256742477417,0.02019476890563965,22.0,0.1006300151348114,135.54054260253906,16.83790397644043,-0.06321690231561661,0.0,0.9671525955200195,0.9523970484733582,0.931609570980072,0.9727983474731445,0.4740024507045746,0.47125160694122314,0.9710109829902649,0.0,0.7029820084571838
55,,,,,,,,,,,,,,,,,,,-25.447546005249023,2.2500000341096893e-05,-0.029921632260084152,3.0442917346954346,,,,,,,,,,,,,,8.137770652770996,0.018693208694458008,23.0,0.10071923583745956,136.27999877929688,16.934621810913086,-0.061421144753694534,-2.4382162955305375e-11,0.9725101590156555,0.9456941485404968,0.9234914779663086,0.978585422039032,0.46804818511009216,0.46765267848968506,0.9737405180931091,0.0,0.7260951995849609
