iteration,Episode_Reward/action_rate_l2,Episode_Reward/joint_limit,Episode_Reward/lane,Episode_Reward/loaded_slip,Episode_Reward/motion_body_ang_vel,Episode_Reward/motion_body_lin_vel,Episode_Reward/motion_body_ori,Episode_Reward/motion_body_pos,Episode_Reward/motion_global_root_ori,Episode_Reward/motion_global_root_pos,Episode_Reward/motion_joint_pos,Episode_Reward/motion_joint_vel,Episode_Termination/anchor_ori,Episode_Termination/anchor_pos,Episode_Termination/clip_end,Episode_Termination/ee_body_pos,Episode_Termination/fallen,Episode_Termination/incidental_bat_support,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Metrics/motion/error_anchor_ang_vel,Metrics/motion/error_anchor_lin_vel,Metrics/motion/error_anchor_pos,Metrics/motion/error_anchor_rot,Metrics/motion/error_body_ang_vel,Metrics/motion/error_body_lin_vel,Metrics/motion/error_body_pos,Metrics/motion/error_body_rot,Metrics/motion/error_joint_pos,Metrics/motion/error_joint_vel,Metrics/motion/sampling_entropy,Metrics/motion/sampling_top1_bin,Metrics/motion/sampling_top1_prob,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward,reward/action_rate_l2,reward/joint_limit,reward/lane,reward/loaded_slip,reward/motion_body_ang_vel,reward/motion_body_lin_vel,reward/motion_body_ori,reward/motion_body_pos,reward/motion_global_root_ori,reward/motion_global_root_pos,reward/motion_joint_pos,reward/motion_joint_vel
10,,,,,,,,,,,,,,,,,,,,-25.651809692382812,2.60122942563612e-05,-0.04073198884725571,0.7453891038894653,,,,,,,,,,,,,,6.918749809265137,0.017070770263671875,27.0,0.09990827739238739,81.7272720336914,9.287352561950684,-0.06269185990095139,0.0,0.4885159730911255,-0.49304449558258057,0.9056553244590759,0.8731939196586609,0.8840404152870178,0.9456612467765808,0.437148779630661,0.45388662815093994,0.963535487651825,0.0
11,,,,,,,,,,,,,,,,,,,,-25.660749435424805,1.1561020073713735e-05,-0.06332290172576904,1.1399247646331787,,,,,,,,,,,,,,6.861626625061035,0.015897274017333984,27.0,0.09988661855459213,79.65384674072266,8.94396686553955,-0.06413186341524124,-1.6909280020627193e-05,0.44434693455696106,-0.247172012925148,0.8164236545562744,0.7855381965637207,0.7457201480865479,0.8853420615196228,0.3613910377025604,0.43382179737091064,0.9383726119995117,0.0
12,,,,,,,,,,,,,,,,,,,,-25.660789489746094,3.9018443203531206e-05,-0.03575542941689491,0.7689841985702515,,,,,,,,,,,,,,7.371801376342773,0.01626276969909668,25.0,0.0999177098274231,80.37036895751953,9.057731628417969,-0.060298968106508255,-0.0001228977198479697,0.24906516075134277,-0.13877150416374207,0.9340159296989441,0.9293225407600403,0.9265966415405273,0.9657408595085144,0.4609251022338867,0.47535741329193115,0.9724772572517395,0.0
13,,,,,,,,,,,,,,,,,,,,-25.65203285217285,1.7341530110570602e-05,-0.06110258400440216,0.4168153703212738,,,,,,,,,,,,,,7.2423319816589355,0.016273021697998047,26.0,0.09994149208068848,80.14286041259766,9.047467231750488,-0.06181939318776131,0.0,0.34137192368507385,-0.2511654198169708,0.9342172145843506,0.9161975383758545,0.9054563641548157,0.9678041338920593,0.44357505440711975,0.47113052010536194,0.9749815464019775,0.0
14,,,,,,,,,,,,,,,,,,,,-25.643192291259766,2.60122942563612e-05,-0.04279501363635063,1.0289000272750854,,,,,,,,,,,,,,7.030736923217773,0.0163881778717041,27.0,0.09998314082622528,80.84375,9.097846984863281,-0.06154150143265724,0.0,0.506122887134552,-0.23976349830627441,0.8716257214546204,0.8280311226844788,0.7919228672981262,0.9062640070915222,0.3848036229610443,0.42770323157310486,0.9433667659759521,0.0
15,-0.00999511405825615,0.0,0.06191980093717575,-0.04885116592049599,0.14541389048099518,0.14497850835323334,0.14378014206886292,0.15365858376026154,0.07121093571186066,0.0770891085267067,0.15641942620277405,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,-25.632549285888672,3.9018443203531206e-05,-0.04687225818634033,0.6132152676582336,2.1054141521453857,1.0111171007156372,0.18939901888370514,0.47032082080841064,1.9852296113967896,0.891333281993866,0.16854389011859894,0.4351614713668823,0.29552561044692993,2.6065194606781006,1.0,0.5,0.1111111119389534,7.246304035186768,0.015842914581298828,26.0,0.10001447796821594,79.88235473632812,8.984149932861328,-0.05968090891838074,0.0,0.5854179859161377,-0.15144656598567963,0.9632919430732727,0.9606981873512268,0.9574602246284485,0.985849916934967,0.47322916984558105,0.4812110364437103,0.9841737747192383,0.0
16,,,,,,,,,,,,,,,,,,,,-25.624305725097656,1.7341530110570602e-05,-0.061886947602033615,1.184862732887268,,,,,,,,,,,,,,6.860851287841797,0.016075849533081055,27.0,0.10003010928630829,80.54054260253906,9.055464744567871,-0.06295035034418106,-6.446494467127195e-07,0.5812711119651794,-0.38395562767982483,0.8842734694480896,0.869698703289032,0.8569859862327576,0.9390987753868103,0.4213440418243408,0.4598722457885742,0.9648750424385071,0.0
17,-0.007852920331060886,0.0,0.00028895880677737296,-3.387272954569198e-06,0.1371721774339676,0.1373445987701416,0.13706658780574799,0.1374468207359314,0.06836752593517303,0.06867523491382599,0.1372964084148407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-25.62356185913086,1.7341530110570602e-05,-0.05394410714507103,0.5061516761779785,0.2681836783885956,0.03962644934654236,0.021661924198269844,0.0617082379758358,0.16160951554775238,0.040454983711242676,0.010339637286961079,0.03916345164179802,0.06124633923172951,0.428224116563797,1.0,0.5,0.1111111119389534,6.5466790199279785,0.016494274139404297,29.0,0.10002467036247253,79.86842346191406,8.988910675048828,-0.06625024229288101,0.0,0.5519708395004272,-0.44148722290992737,0.9053793549537659,0.9133217334747314,0.9172307848930359,0.9679749011993408,0.45418819785118103,0.477526992559433,0.9726044535636902,0.0
18,-0.014522530138492584,0.0,0.208987295627594,-0.08829992264509201,0.20344406366348267,0.19932590425014496,0.19494123756885529,0.21527554094791412,0.09573657065629959,0.10476312786340714,0.22157450020313263,0.0,0.0,0.6666666865348816,0.0,0.6666666865348816,0.3333333432674408,0.0,0.0,-25.629377365112305,2.60122942563612e-05,-0.04684389382600784,1.2949215173721313,3.2157955169677734,1.9088549613952637,0.4049564599990845,0.8723904490470886,3.6972105503082275,1.7186732292175293,0.33924615383148193,0.8327157497406006,0.5104460120201111,4.7038140296936035,1.0,0.5,0.1111111119389534,6.669947147369385,0.018428802490234375,28.0,0.09997840225696564,80.78048706054688,9.116292953491211,-0.06581371277570724,0.0,0.4003317356109619,-0.493630975484848,0.7812322974205017,0.7494215965270996,0.7104538083076477,0.8762696385383606,0.3411651849746704,0.4240524470806122,0.9316628575325012,0.0
19,,,,,,,,,,,,,,,,,,,,-25.644939422607422,1.7341530110570602e-05,-0.0509968064725399,1.0098912715911865,,,,,,,,,,,,,,6.8537092208862305,0.016427040100097656,27.0,0.09993388503789902,79.65908813476562,8.891759872436523,-0.06246371567249298,0.0,0.42565739154815674,-0.2790203392505646,0.8887677788734436,0.8669273853302002,0.8485255241394043,0.9388995170593262,0.4132786989212036,0.4535245895385742,0.9693922996520996,0.0
20,,,,,,,,,,,,,,,,,,,,-25.65381622314453,1.7341530110570602e-05,-0.041549623012542725,1.2196149826049805,,,,,,,,,,,,,,6.605328559875488,0.01587200164794922,28.0,0.09991838783025742,79.57447052001953,8.8611421585083,-0.06659233570098877,0.0,0.5282278060913086,-0.42081496119499207,0.8745320439338684,0.8491424918174744,0.8368856310844421,0.9288118481636047,0.41230466961860657,0.44874462485313416,0.9411153793334961,0.0
21,,,,,,,,,,,,,,,,,,,,-25.656293869018555,2.60122942563612e-05,-0.04966418817639351,1.3195264339447021,,,,,,,,,,,,,,6.603034019470215,0.017158031463623047,29.0,0.09991876035928726,79.4000015258789,8.8486909866333,-0.06693067401647568,0.0,0.5148414373397827,-0.32587313652038574,0.8563011288642883,0.8519175052642822,0.8401248455047607,0.9248403906822205,0.4140810966491699,0.4557460844516754,0.9584944248199463,0.0
22,,,,,,,,,,,,,,,,,,,,-25.655197143554688,1.7341530110570602e-05,-0.051918353885412216,1.3792921304702759,,,,,,,,,,,,,,6.506969928741455,0.01608586311340332,29.0,0.09992340952157974,78.76923370361328,8.776514053344727,-0.06606142967939377,0.0,0.3168928623199463,-0.41651007533073425,0.8358307480812073,0.8385984897613525,0.8455104827880859,0.9341044425964355,0.4183601140975952,0.46870288252830505,0.9438097476959229,0.0
23,,,,,,,,,,,,,,,,,,,,-25.65060043334961,2.60122942563612e-05,-0.04467175528407097,1.169865369796753,,,,,,,,,,,,,,6.997248649597168,0.016427040100097656,27.0,0.09995971620082855,77.81481170654297,8.633806228637695,-0.06413614004850388,0.0,0.0681629553437233,-0.10194841027259827,0.9025113582611084,0.8703379034996033,0.8371841311454773,0.9311659336090088,0.40483948588371277,0.4537324011325836,0.9590936303138733,0.0
24,,,,,,,,,,,,,,,,,,,,-25.63521957397461,2.60122942563612e-05,-0.03626334294676781,0.8094758987426758,,,,,,,,,,,,,,7.48389196395874,0.01620197296142578,25.0,0.10002943128347397,79.15789794921875,8.79493236541748,-0.060621995478868484,0.0,0.06952186673879623,-0.04197261109948158,0.9493902325630188,0.9184832572937012,0.8956103324890137,0.9560845494270325,0.4374653995037079,0.46357834339141846,0.9722814559936523,0.0
25,,,,,,,,,,,,,,,,,,,,-25.619375228881836,2.60122942563612e-05,-0.03425508737564087,0.7176249027252197,,,,,,,,,,,,,,7.565546989440918,0.01589179039001465,25.0,0.1000780314207077,78.81034851074219,8.737039566040039,-0.06089562550187111,0.0,0.12455674260854721,-0.03559106960892677,0.9560797810554504,0.9148428440093994,0.8887057900428772,0.9517927169799805,0.4352985918521881,0.4543699026107788,0.9716289639472961,0.0
26,,,,,,,,,,,,,,,,,,,,-25.600894927978516,2.60122942563612e-05,-0.04152233526110649,1.345579743385315,,,,,,,,,,,,,,7.499614715576172,0.016309022903442383,25.0,0.1001524105668068,77.51612854003906,8.591546058654785,-0.06062087044119835,-1.417620569554856e-05,0.20141172409057617,-0.10119640827178955,0.9339866042137146,0.9141896367073059,0.9072261452674866,0.9552318453788757,0.44939124584198,0.4708775579929352,0.9698696732521057,0.0
27,,,,,,,,,,,,,,,,,,,,-25.585126876831055,1.7341530110570602e-05,-0.04994290694594383,0.3381618857383728,,,,,,,,,,,,,,7.6369242668151855,0.018397808074951172,25.0,0.10017957538366318,77.88888549804688,8.644997596740723,-0.0659002810716629,0.0,0.2635432481765747,-0.16600221395492554,0.9634425044059753,0.9625229835510254,0.9589168429374695,0.9886679649353027,0.47265806794166565,0.48269733786582947,0.9846128821372986,0.0
28,,,,,,,,,,,,,,,,,,,,-25.582046508789062,2.60122942563612e-05,-0.04188166931271553,1.847561240196228,,,,,,,,,,,,,,6.89293098449707,0.016097068786621094,27.0,0.1001780703663826,78.13845825195312,8.652743339538574,-0.06229431927204132,0.0,0.2394702285528183,-0.4165894687175751,0.8445137143135071,0.8044816851615906,0.7749266624450684,0.9073008894920349,0.37342989444732666,0.431539922952652,0.9357083439826965,0.0
29,-0.012536789290606976,0.0,0.038800593465566635,-0.03756525367498398,0.18235883116722107,0.17894533276557922,0.17693214118480682,0.1894204318523407,0.08687227964401245,0.09186886996030807,0.19234460592269897,0.0,0.0,0.20000000298023224,0.6000000238418579,0.20000000298023224,0.4000000059604645,0.0,0.0,-25.581985473632812,2.60122942563612e-05,-0.04485364258289337,2.2851500511169434,1.8777412176132202,1.0396031141281128,0.26954707503318787,0.5403261780738831,2.017390251159668,0.8972117304801941,0.19010797142982483,0.5033729076385498,0.3402978479862213,3.5782222747802734,1.0,0.5,0.111111119389534,6.899868011474609,0.01614999771118164,27.0,0.10018423199653625,78.63380432128906,8.702644348144531,-0.062605120241642,0.0,0.3114520013332367,-0.15289826691150665,0.9124204516410828,0.8492240905761719,0.8237173557281494,0.9197643399238586,0.39916864037513733,0.42212995886802673,0.9563401341438293,0.0
30,,,,,,,,,,,,,,,,,,,,-25.579212188720703,2.60122942563612e-05,-0.045975737273693085,0.8520887494087219,,,,,,,,,,,,,,7.259331703186035,0.016001224517822266,26.0,0.10019846260547638,78.27777862548828,8.651839256286621,-0.06131361052393913,-1.3721974028158002e-06,0.40715527534484863,-0.14162176847457886,0.9138523936271667,0.8939738869667053,0.8754394054412842,0.9494836926460266,0.4273577630519867,0.45884382724761963,0.9585364460945129,0.0
31,,,,,,,,,,,,,,,,,,,,-25.576393127441406,1.7341530110570602e-05,-0.04894370585680008,1.390660047531128,,,,,,,,,,,,,,7.177340984344482,0.01630091667175293,26.0,0.10020455718040466,78.74324035644531,8.705989837646484,-0.06110061705112457,0.0,0.43041905760765076,-0.2397274523973465,0.9118034243583679,0.894873857498169,0.8872654438018799,0.9520215392112732,0.4392758309841156,0.46869274973869324,0.9635469913482666,0.0
32,,,,,,,,,,,,,,,,,,,,-25.5730037689209,2.60122942563612e-05,-0.03623133897781372,0.5850345492362976,,,,,,,,,,,,,,7.19233512878418,0.015930891036987305,26.0,0.10022612661123276,78.57333374023438,8.679709434509277,-0.06569942831993103,0.0,0.333772748708725,-0.13285115361213684,0.934662401676178,0.934282124042511,0.9329366683959961,0.9709016680717468,0.4626922309398651,0.4815773665904999,0.9803807139396667,0.0
33,,,,,,,,,,,,,,,,,,,,-25.572216033935547,1.7341530110570602e-05,-0.04338115453720093,0.8082448244094849,,,,,,,,,,,,,,6.989354133605957,0.016340017318725586,27.0,0.10019956529140472,77.67532348632812,8.585740089416504,-0.06197863817214966,-2.742451442827587e-06,0.2175743132829666,-0.3649102747440338,0.8615908026695251,0.8143699169158936,0.7803836464881897,0.913402259349823,0.3781515061855316,0.4309740364551544,0.9418482780456543,0.0
34,,,,,,,,,,,,,,,,,,,,-25.579118728637695,3.9018443203531206e-05,-0.03558420017361641,1.6002018451690674,,,,,,,,,,,,,,7.319207191467285,0.016223907470703125,26.0,0.10019504278898239,77.86585235595703,8.60508918762207,-0.06526998430490494,0.0,0.13961507380008698,-0.14216181635856628,0.9265468716621399,0.8949554562568665,0.8821541666984558,0.9377698302268982,0.4336722791194916,0.4472712576389313,0.9742152094841003,0.0
35,,,,,,,,,,,,,,,,,,,,-25.574892044067383,1.7341530110570602e-05,-0.03483795374631882,1.0799190998077393,,,,,,,,,,,,,,7.747570991516113,0.018540143966674805,24.0,0.10022579878568649,78.50602722167969,8.674532890319824,-0.061915237456560135,0.0,0.3171050548553467,-0.13612377643585205,0.9452008605003357,0.9206907153129578,0.9018187522888184,0.9636204838752747,0.44158005714416504,0.4649249315261841,0.9695255160331726,0.0
36,,,,,,,,,,,,,,,,,,,,-25.565797805786133,3.9018443203531206e-05,-0.03523664176464081,0.526095449924469,,,,,,,,,,,,,,6.8670220375061035,0.016444921493530273,27.0,0.10026083141565323,78.83721160888672,8.703981399536133,-0.06200818344950676,0.0,0.37484899163246155,-0.19693903625011444,0.9238564968109131,0.8715208172798157,0.8431652188301086,0.9367915987968445,0.40927019715309143,0.43522152304649353,0.9587797522544861,0.0
37,,,,,,,,,,,,,,,,,,,,-25.554359436035156,1.7341530110570602e-05,-0.04909144341945648,1.5080431699752808,,,,,,,,,,,,,,6.744772911071777,0.016284704208374023,28.0,0.10030676424503326,77.66666412353516,8.563082695007324,-0.06360803544521332,0.0,0.3707621991634369,-0.28281378746032715,0.8907791972160339,0.8791953921318054,0.8669114112854004,0.9422743916511536,0.42475625872612,0.4605376720428467,0.9613121151924133,0.0
38,,,,,,,,,,,,,,,,,,,,-25.542585372924805,2.60122942563612e-05,-0.05524035170674324,1.6812173128128052,,,,,,,,,,,,,,6.534909248352051,0.016010046005249023,29.0,0.10034109652042389,77.75,8.566596031188965,-0.06517710536718369,0.0,0.3889791965484619,-0.3819711208343506,0.8426609039306641,0.8302194476127625,0.8192394375801086,0.9189920425415039,0.40332505106925964,0.4525933265686035,0.9462973475456238,0.0
39,,,,,,,,,,,,,,,,,,,,-25.535493850708008,1.7341530110570602e-05,-0.050384242087602615,0.8739868402481079,,,,,,,,,,,,,,6.75053596496582,0.0158541202545166,28.0,0.100359708070755,77.75531768798828,8.571823120117188,-0.06508102267980576,-0.00010813317931024358,0.31392428278923035,-0.2519230246543884,0.8939602971076965,0.8626920580863953,0.8372087478637695,0.9316670894622803,0.40572652220726013,0.44942668080329895,0.9575576782226562,0.0
40,,,,,,,,,,,,,,,,,,,,-25.527494430541992,2.60122942563612e-05,-0.041762422770261765,1.2263214588165283,,,,,,,,,,,,,,6.291703224182129,0.01582622528076172,30.0,0.1003936231136322,77.21428680419922,8.516195297241211,-0.06668704003095627,0.0,0.4817366600036621,-0.3665175437927246,0.8480002284049988,0.8155701756477356,0.788923978805542,0.9138998985290527,0.38088926672935486,0.4364027976989746,0.937481701374054,0.0
41,,,,,,,,,,,,,,,,,,,,-25.52208709716797,1.7341530110570602e-05,-0.04931015148758888,1.7796603441238403,,,,,,,,,,,,,,6.089005470275879,0.0162198543548584,31.0,0.10040006041526794,77.72000122070312,8.551595687866211,-0.0657058134675026,0.0,0.6323090195655823,-0.4831191301345825,0.8538861870765686,0.8166279792785645,0.8171260952949524,0.9175829887390137,0.4004960358142853,0.4400835335254669,0.9416635632514954,0.0
42,-0.010500647127628326,0.0,0.06467815488576889,-0.08912847191095352,0.11257925629615784,0.11296673864126205,0.1132458820939064,0.13112618029117584,0.05509580299258232,0.06554942578077316,0.13446366786956787,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-25.517528533935547,1.7341530110570602e-05,-0.04898146912455559,1.3686034679412842,3.328315019607544,1.4430278539657593,0.33912399411201477,0.8663237690925598,3.8411762714385986,1.3984571695327759,0.304015189409256,0.8033668994903564,0.45838022232055664,7.936913967132568,1.0,0.5,0.1111111119389534,6.245427131652832,0.01630401611328125,30.0,0.10042786598205566,77.33000183105469,8.496603965759277,-0.06745892763137817,-3.038477007066831e-05,0.5877589583396912,-0.4727966785430908,0.8048537373542786,0.7972589135169983,0.7860544323921204,0.9098661541938782,0.3814709484577179,0.45621299743652344,0.9294279217720032,0.0
43,,,,,,,,,,,,,,,,,,,,-25.50780487060547,2.60122942563612e-05,-0.05161441117525101,1.2870700359344482,,,,,,,,,,,,,,6.935155868530273,0.016002893447875977,27.0,0.1004718765616417,75.55999755859375,8.260149002075195,-0.06555673480033875,-3.327418744447641e-05,0.4737325608730316,-0.12841205298900604,0.8498456478118896,0.8316736221313477,0.8131628632545471,0.9083376526832581,0.4001733362674713,0.45734429359436035,0.9435275197029114,0.0
44,,,,,,,,,,,,,,,,,,,,-25.49367332458496,1.7341530110570602e-05,-0.04599993675947189,0.19192606210708618,,,,,,,,,,,,,,7.665832042694092,0.02075481414794922,24.0,0.1005185917019844,75.55999755859375,8.260149002075195,-0.06349658966064453,0.0,0.46608006954193115,-0.14339882135391235,0.9599559903144836,0.9583618640899658,0.9413370490074158,0.9858958125114441,0.4601823389530182,0.48706626892089844,0.985283374786377,0.0
45,,,,,,,,,,,,,,,,,,,,-25.482728958129883,2.60122942563612e-05,-0.04709514603018761,1.6949833631515503,,,,,,,,,,,,,,6.936275959014893,0.016303062438964844,27.0,0.10054720193147659,75.87999725341797,8.282315254211426,-0.06110779568552971,0.0,0.4980703890323639,-0.24399596452713013,0.882051944732666,0.8307039141654968,0.8136370778083801,0.911602258682251,0.39990857243537903,0.42869067192077637,0.9413551688194275,0.0
46,,,,,,,,,,,,,,,,,,,,-25.47823143005371,2.60122942563612e-05,-0.0469689704477787,0.5278220176696777,,,,,,,,,,,,,,7.235194206237793,0.016093015670776367,26.0,0.10054204612970352,76.08999633789062,8.31886100769043,-0.0663355365395546,0.0,0.6542975902557373,-0.21475434303283691,0.9179447293281555,0.9287325739860535,0.9255661964416504,0.9681518077850342,0.4587778151035309,0.4843604862689972,0.9783086776733398,0.0
47,,,,,,,,,,,,,,,,,,,,-25.47760581970215,2.60122942563612e-05,-0.05196074768900871,0.7187430262565613,,,,,,,,,,,,,,6.931999206542969,0.01587677001953125,27.0,0.100568026304245,76.5999984741211,8.381779670715332,-0.06529252231121063,0.0,0.5387080907821655,-0.3215492069721222,0.8873536586761475,0.8651692867279053,0.8463721871376038,0.9399428963661194,0.413634330034256,0.4643435478210449,0.9625091552734375,0.0
48,,,,,,,,,,,,,,,,,,,,-25.466033935546875,1.7341530110570602e-05,-0.04657268896698952,0.3693287968635559,,,,,,,,,,,,,,6.830702781677246,0.016473054885864258,28.0,0.10062050819396973,75.63999938964844,8.254240036010742,-0.06638238579034805,-3.2196268875850365e-05,0.5546321272850037,-0.2581753730773926,0.9185253977775574,0.9124929904937744,0.9187920093536377,0.9574551582336426,0.45788297057151794,0.473750501871109,0.974503219127655,0.0
49,,,,,,,,,,,,,,,,,,,,-25.453310012817383,2.60122942563612e-05,-0.05158177763223648,0.6509391069412231,,,,,,,,,,,,,,6.772151947021484,0.016974925994873047,28.0,0.1006636768579483,74.44999694824219,8.127031326293945,-0.06339528411626816,0.0,0.47721704840660095,-0.6181753277778625,0.8459770083427429,0.8389864563941956,0.8329612612724304,0.9334802627563477,0.4093509614467621,0.45402923226356506,0.9524319767951965,0.0
