iteration,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward,reward/action_rate,reward/bowling,reward/failure,reward/upright
12,-1.6999330520629883,0.0001500000071246177,-0.021112017333507538,0.009384969249367714,0.9621896743774414,0.010442018508911133,98.0,0.19588671624660492,200.0,5.834333896636963,-0.005458800122141838,0.48255637288093567,0.0,0.9998075366020203
13,-1.696489930152893,6.666666740784422e-05,-0.03279615193605423,0.008533318527042866,0.9254038333892822,0.010380029678344727,102.0,0.1957935243844986,200.0,5.834333896636963,-0.005919378250837326,0.48390936851501465,0.0,0.9997813105583191
14,-1.6982117891311646,0.00022499999613501132,-0.018439579755067825,0.008631868287920952,0.9780559539794922,0.010324954986572266,97.0,0.19595055282115936,200.0,5.834333896636963,-0.00602344423532486,0.48975157737731934,0.0,0.9998036026954651
15,-1.6921164989471436,4.444444493856281e-05,-0.04601791128516197,0.007244431413710117,0.9592289924621582,0.010376214981079102,99.0,0.19597341120243073,200.0,5.834333896636963,-0.005456353072077036,0.4797121584415436,0.0,0.9998201727867126
16,-1.6935977935791016,0.0001500000071246177,-0.02446253038942814,0.0078035336919128895,0.9522907733917236,0.010188102722167969,99.0,0.19591005146503448,200.0,5.836606502532959,-0.006353792268782854,0.3879150450229645,0.0,0.9998383522033691
17,-1.6916518211364746,9.999999747378752e-05,-0.036333631724119186,0.024260930716991425,0.937371015548706,0.01031184196472168,101.0,0.19614465534687042,200.0,5.836606502532959,-0.006984293460845947,0.4388388693332672,0.0,0.9996858239173889
18,-1.6845588684082031,9.999999747378752e-05,-0.03238176926970482,0.011817583814263344,0.9856648445129395,0.010181903839111328,96.0,0.19619758427143097,200.0,5.836606502532959,-0.006013685837388039,0.4697020351886749,0.0,0.9996862411499023
19,-1.6820517778396606,0.0001500000071246177,-0.02624308317899704,0.00769733265042305,0.9622490406036377,0.010273933410644531,98.0,0.19642694294452667,200.0,5.836606502532959,-0.006252366583794355,0.47646796703338623,0.0,0.9998273253440857
20,-1.6669707298278809,9.999999747378752e-05,-0.022760789841413498,0.008283152244985104,0.9750051498413086,0.0107879638671875,97.0,0.1968044489622116,200.0,5.836606502532959,-0.005544785875827074,0.48066332936286926,0.0,0.9998205304145813
21,-1.6565017700195312,6.666666740784422e-05,-0.031972434371709824,0.002197174821048975,0.9812231063842773,0.010033845901489258,96.0,0.19689597189426422,200.0,5.836606502532959,-0.00633989879861474,0.48393335938453674,0.0,0.9998601078987122
22,-1.659477710723877,6.666666740784422e-05,-0.02602178417146206,0.005147863645106554,0.9597272872924805,0.010518550872802734,98.0,0.19667655229568481,200.0,5.836606502532959,-0.006435070186853409,0.4810883104801178,0.0,0.9998571276664734
23,-1.6743899583816528,9.999999747378752e-05,-0.022000791504979134,0.005292893853038549,0.952570915222168,0.01023101806640625,99.0,0.1960563212633133,200.0,5.836606502532959,-0.007491599768400192,0.47788548469543457,0.0,0.9998074173927307
24,-1.7026149034500122,4.444444493856281e-05,-0.03712577372789383,0.005638037342578173,0.9898889064788818,0.010233879089355469,95.0,0.19548700749874115,200.0,5.832562446594238,-0.006374973338097334,0.48208460211753845,0.0,0.999845027923584
25,-1.7217580080032349,0.0001500000071246177,-0.02468445897102356,0.07925349473953247,0.9722790718078613,0.010303974151611328,97.0,0.19496430456638336,200.0,5.832562446594238,-0.0058765169233083725,0.34030723571777344,0.0,0.9997633099555969
26,-1.7508933544158936,6.666666740784422e-05,-0.0349772684276104,0.0028616266790777445,0.953110933303833,0.010216951370239258,99.0,0.1942562311887741,200.0,5.832562446594238,-0.00576586090028286,0.48638319969177246,0.0,0.9996069073677063
27,-1.7713013887405396,6.666666740784422e-05,-0.027963755652308464,0.006560870911926031,0.992387056350708,0.010145187377929688,95.0,0.1938863843679428,200.0,5.832562446594238,-0.006055627483874559,0.475484162569046,0.0,0.9998391270637512
28,-1.7806439399719238,6.666666740784422e-05,-0.022656502202153206,0.003006753046065569,0.9797260761260986,0.010435819625854492,96.0,0.19387806951999664,200.0,5.832562446594238,-0.00593909015879035,0.4744696319103241,0.0,0.9997913241386414
29,-1.7797014713287354,6.666666740784422e-05,-0.03812189772725105,0.0031521946657449007,0.9565658569335938,0.012547969818115234,99.0,0.19387470185756683,200.0,5.832562446594238,-0.006318539846688509,0.473095178604126,0.0,0.999769926071167
30,-1.7872231006622314,0.0001500000071246177,-0.02518351562321186,0.002531221369281411,1.0054738521575928,0.010549068450927734,94.0,0.1934400349855423,200.0,5.832562446594238,-0.005888583138585091,0.4638669490814209,0.0,0.9997899532318115
31,-1.8057546615600586,4.444444493856281e-05,-0.028991548344492912,0.002061248291283846,0.9859812259674072,0.01089167594909668,96.0,0.19332091510295868,200.0,5.832562446594238,-0.005610326770693064,0.4714585244655609,0.0,0.9997944831848145
32,-1.8046849966049194,9.999999747378752e-05,-0.020227137953042984,0.002875721314921975,1.0048670768737793,0.011695146560668945,94.0,0.19347773492336273,200.0,5.832562446594238,-0.005923893768340349,0.4700840413570404,0.0,0.9997513294219971
33,-1.7919285297393799,6.666666740784422e-05,-0.032138392329216,0.03688880801200867,0.9966051578521729,0.010672807693481445,95.0,0.1939271241426468,200.0,5.8248395919799805,-0.006075400859117508,0.3241988718509674,0.0,0.9998037219047546
34,-1.779215693473816,4.444444493856281e-05,-0.02607882395386696,0.007386756129562855,1.001526117324829,0.010680675506591797,94.0,0.19405893981456757,200.0,5.8248395919799805,-0.005941243376582861,0.4920777380466461,0.0,0.9995691776275635
35,-1.7753067016601562,6.666666740784422e-05,-0.023879345506429672,0.0029787542298436165,0.9642889499664307,0.010728836059570312,98.0,0.19417285919189453,200.0,5.8248395919799805,-0.006531175225973129,0.4713797867298126,0.0,0.9997239708900452
36,-1.7703510522842407,4.444444493856281e-05,-0.019694622606039047,0.001799544203095138,0.9962890148162842,0.010183334350585938,95.0,0.19432343542575836,200.0,5.8248395919799805,-0.005824725609272718,0.4618569314479828,0.0,0.9997596740722656
37,-1.7695107460021973,6.666666740784422e-05,-0.021681956946849823,0.003195525612682104,1.0051701068878174,0.01134490966796875,94.0,0.19418580830097198,200.0,5.8248395919799805,-0.006209297105669975,0.4645426571369171,0.0,0.999670684337616
38,-1.7751961946487427,6.666666740784422e-05,-0.035394515842199326,0.002264621201902628,0.9830939769744873,0.010231733322143555,96.0,0.1941715031862259,200.0,5.8248395919799805,-0.005869710352271795,0.4563612937927246,0.0,0.9997095465660095
39,-1.7708805799484253,4.444444493856281e-05,-0.026786452159285545,0.0018437597900629044,0.9957687854766846,0.01044917106628418,95.0,0.1943235546350479,200.0,5.8248395919799805,-0.006050035357475281,0.4506309926509857,0.0,0.9997086524963379
40,-1.767228603363037,0.00022499999613501132,-0.01697881519794464,0.0029310097452253103,0.9988219738006592,0.010251045227050781,95.0,0.1942710131406784,200.0,5.8248395919799805,-0.006386431399732828,0.44241103529930115,0.0,0.9996997714042664
41,-1.7774658203125,6.666666740784422e-05,-0.021470673382282257,0.011194886639714241,0.9848449230194092,0.010183334350585938,96.0,0.19390667974948883,200.0,5.808477401733398,-0.006596429739147425,0.3234435021877289,0.0,0.9996962547302246
42,-1.789359450340271,6.666666740784422e-05,-0.03583141788840294,0.005835546180605888,0.9549298286437988,0.010637044906616211,99.0,0.19369114935398102,200.0,5.808477401733398,-0.006451464723795652,0.4473978579044342,0.0,0.9996378421783447
43,-1.795248031616211,4.444444493856281e-05,-0.01841701753437519,0.0032562746200710535,1.0098450183868408,0.010231971740722656,94.0,0.19364674389362335,200.0,5.808477401733398,-0.006181958597153425,0.47760966420173645,0.0,0.9994744658470154
44,-1.793688416481018,6.666666740784422e-05,-0.023971104994416237,0.002606625435873866,0.9879581928253174,0.010554075241088867,96.0,0.19383276998996735,200.0,5.808477401733398,-0.006336765363812447,0.4589681625366211,0.0,0.9996518492698669
45,-1.7863407135009766,4.444444493856281e-05,-0.023586131632328033,0.0013213063357397914,0.9598510265350342,0.010195016860961914,98.0,0.19395099580287933,200.0,5.808477401733398,-0.006629586219787598,0.45884859561920166,0.0,0.9995226263999939
46,-1.7854886054992676,6.666666740784422e-05,-0.016603119671344757,0.0016984394751489162,1.0261569023132324,0.01037907600402832,92.0,0.19389285147190094,200.0,5.808477401733398,-0.005155008751899004,0.4552464485168457,0.0,0.9996678829193115
47,-1.7903679609298706,6.666666740784422e-05,-0.012767079286277294,0.002201463095843792,0.9907939434051514,0.010573148727416992,95.0,0.1937166005373001,200.0,5.808477401733398,-0.0055714878253638744,0.4535585641860962,0.0,0.9995269775390625
48,-1.7950851917266846,9.999999747378752e-05,-0.025024067610502243,0.001967351883649826,0.9811608791351318,0.010445117950439453,96.0,0.1937440186738968,200.0,5.808477401733398,-0.006031055469065905,0.41260334849357605,0.0,0.9995732307434082
49,-1.7926256656646729,4.444444493856281e-05,-0.034647613763809204,0.0025747953914105892,1.010833978652954,0.010492801666259766,93.0,0.19375886023044586,200.0,5.792353630065918,-0.006313953548669815,0.40404292941093445,0.0,0.9996092319488525
50,-1.7939419746398926,6.666666740784422e-05,-0.0237976536154747,0.01650136709213257,0.969703197479248,0.010519027709960938,97.0,0.19375930726528168,200.0,5.792353630065918,-0.005484818946570158,0.3321668803691864,0.0,0.999819815158844
51,-1.792502760887146,9.999999747378752e-05,-0.024166589602828026,0.006347552873194218,0.9629950523376465,0.0104827880859375,98.0,0.1938566416501999,200.0,5.792353630065918,-0.005715575069189072,0.49059271812438965,0.0,0.9993197917938232
52,-1.7911827564239502,4.444444493856281e-05,-0.023400738835334778,0.0035349619574844837,0.9938890933990479,0.012709856033325195,95.0,0.19378940761089325,200.0,5.792353630065918,-0.0063499403186142445,0.46712660789489746,0.0,0.999818742275238
53,-1.7963624000549316,6.666666740784422e-05,-0.01830819435417652,0.001863285549916327,1.1629810333251953,0.010859012603759766,81.0,0.1935473531484604,200.0,5.792353630065918,-0.006968792527914047,0.470706969499588,0.0,0.9995788931846619
54,-1.8050659894943237,2.9629629352712072e-05,-0.02808143012225628,0.0010109783615916967,1.0691900253295898,0.016377925872802734,88.0,0.1935109943151474,200.0,5.792353630065918,-0.005746396724134684,0.44701865315437317,0.0,0.9996817708015442
55,-1.804357647895813,9.999999747378752e-05,-0.019015545025467873,0.002949105342850089,1.099151849746704,0.01772618293762207,85.0,0.19356442987918854,200.0,5.792353630065918,-0.005910037085413933,0.430906742811203,0.0,0.9996289610862732
56,-1.8010824918746948,6.666666740784422e-05,-0.01930832304060459,0.0015386558370664716,1.0728530883789062,0.011353015899658203,88.0,0.19368688762187958,200.0,5.792353630065918,-0.006366873625665903,0.4260373115539551,0.0,0.99961256980896
57,-1.7955397367477417,6.666666740784422e-05,-0.024282047525048256,0.0013944217935204506,1.0388872623443604,0.011514902114868164,91.0,0.19387848675251007,200.0,5.792353630065918,-0.006134608760476112,0.4157004654407501,0.0,0.9997062683105469
58,-1.7824684381484985,0.0001500000071246177,-0.021676791831851006,0.010798093862831593,0.9756290912628174,0.010162830352783203,97.0,0.19439797103405,200.0,5.780796527862549,-0.005901734810322523,0.307099312543869,0.0,0.9998289942741394
59,-1.7714056968688965,4.444444493856281e-05,-0.030856240540742874,0.0015795847866684198,0.9865241050720215,0.010386943817138672,96.0,0.19419477880001068,200.0,5.780796527862549,-0.006231529172509909,0.4962165057659149,0.0,0.9994893074035645
60,-1.7837903499603271,4.444444493856281e-05,-0.016182895749807358,0.0028322916477918625,0.9834938049316406,0.010402202606201172,96.0,0.1938975602388382,200.0,5.780796527862549,-0.005605961661785841,0.47648778557777405,0.0,0.9996623992919922
61,-1.7930959463119507,9.999999747378752e-05,-0.023472514003515244,0.0008114446536637843,0.973552942276001,0.010366201400756836,97.0,0.1937335580587387,200.0,5.780796527862549,-0.006812384817749262,0.44747376441955566,0.0,0.9996001720428467
62,-1.799043893814087,6.666666740784422e-05,-0.018929438665509224,0.0010085958056151867,1.0106229782104492,0.01024007797241211,94.0,0.19368036091327667,200.0,5.780796527862549,-0.006373789627104998,0.4337228536605835,0.0,0.9996053576469421
63,-1.7981181144714355,6.666666740784422e-05,-0.01633896864950657,0.0010238434188067913,0.9925529956817627,0.010213136672973633,95.0,0.19377286732196808,200.0,5.780796527862549,-0.005639967974275351,0.42392006516456604,0.0,0.9996924996376038
64,-1.7933695316314697,6.666666740784422e-05,-0.024849873036146164,0.0014804191887378693,0.9719140529632568,0.010267019271850586,97.0,0.19394122064113617,200.0,5.780796527862549,-0.006270528305321932,0.4216361343860626,0.0,0.9997087121009827
65,-1.7845485210418701,2.9629629352712072e-05,-0.02929258905351162,0.0009000583086162806,1.012139081954956,0.01128077507019043,93.0,0.19418244063854218,200.0,5.780796527862549,-0.0058684744872152805,0.42112764716148376,0.0,0.999841034412384
66,-1.77412748336792,6.666666740784422e-05,-0.021122662350535393,0.006293546874076128,0.9881694316864014,0.010675907135009766,96.0,0.19450323283672333,200.0,5.768359184265137,-0.00620748708024621,0.3208167552947998,0.0,0.9997900128364563
67,-1.7583478689193726,0.0001500000071246177,-0.02391751855611801,0.0019993972964584827,0.9450011253356934,0.011131048202514648,100.0,0.1949702352285385,200.0,5.768359184265137,-0.006727056112140417,0.4460388422012329,0.0,0.999701976776123
68,-1.7421258687973022,2.9629629352712072e-05,-0.03509710729122162,0.003596313763409853,1.0122101306915283,0.010319948196411133,93.0,0.19511829316616058,200.0,5.768359184265137,-0.005839818622916937,0.461210697889328,0.0,0.9995935559272766
69,-1.7423605918884277,6.666666740784422e-05,-0.01975502260029316,0.0016354029066860676,0.9897780418395996,0.01042485237121582,95.0,0.19496376812458038,200.0,5.768359184265137,-0.005973628256469965,0.46244263648986816,0.0,0.9998356699943542
70,-1.750232219696045,9.999999747378752e-05,-0.01866551861166954,0.0007669909973628819,0.9715278148651123,0.011150121688842773,97.0,0.19475264847278595,200.0,5.768359184265137,-0.006067225243896246,0.45152369141578674,0.0,0.9997208714485168
71,-1.7605799436569214,6.666666740784422e-05,-0.01757575385272503,0.0007465861272066832,0.9938750267028809,0.010274887084960938,95.0,0.19451332092285156,200.0,5.768359184265137,-0.005700422450900078,0.45452582836151123,0.0,0.9998967051506042
72,-1.7666758298873901,9.999999747378752e-05,-0.02163824439048767,0.0005260602338239551,0.9914979934692383,0.01019287109375,95.0,0.19445888698101044,200.0,5.768359184265137,-0.00595884071663022,0.45601892471313477,0.0,0.9998586773872375
73,-1.7696441411972046,4.444444493856281e-05,-0.029618967324495316,0.0008469856693409383,0.9741439819335938,0.010137081146240234,97.0,0.19440452754497528,200.0,5.768359184265137,-0.006090879440307617,0.4437103271484375,0.0,0.9998578429222107
74,-1.7709275484085083,6.666666740784422e-05,-0.01754700019955635,0.0013641791883856058,0.9881370067596436,0.010473012924194336,96.0,0.19435562193393707,200.0,5.764327526092529,-0.006017585750669241,0.4317549169063568,0.0,0.9998483657836914
75,-1.7750012874603271,6.666666740784422e-05,-0.03737923875451088,0.002379859331995249,0.9898898601531982,0.010273933410644531,95.0,0.19421131908893585,200.0,5.764327526092529,-0.006024621427059174,0.33521321415901184,0.0,0.9997634887695312
76,-1.7811763286590576,4.444444493856281e-05,-0.03177209943532944,0.0016226840671151876,0.9607160091400146,0.010650873184204102,98.0,0.1941242665052414,200.0,5.764327526092529,-0.005692004691809416,0.47902581095695496,0.0,0.9996237754821777
77,-1.7837419509887695,9.999999747378752e-05,-0.01409766636788845,0.000893237825948745,0.9947831630706787,0.010356903076171875,95.0,0.19412605464458466,200.0,5.764327526092529,-0.005971983075141907,0.4572465419769287,0.0,0.9999091029167175
78,-1.7777400016784668,4.444444493856281e-05,-0.027311714366078377,0.0006549064419232309,0.9951269626617432,0.010219097137451172,95.0,0.19438256323337555,200.0,5.764327526092529,-0.005905097350478172,0.45954081416130066,0.0,0.9997813105583191
79,-1.7686020135879517,4.444444493856281e-05,-0.020048702135682106,0.0005617383867502213,1.0044090747833252,0.012042999267578125,94.0,0.19453461468219757,200.0,5.764327526092529,-0.006125051062554121,0.4418588876724243,0.0,0.9998395442962646
80,-1.7638497352600098,4.444444493856281e-05,-0.026010949164628983,0.0007191323093138635,0.988447904586792,0.011077880859375,96.0,0.19458673894405365,200.0,5.764327526092529,-0.00624077906832099,0.42821764945983887,0.0,0.9998223185539246
81,-1.7632570266723633,6.666666740784422e-05,-0.022629840299487114,0.000837065395899117,1.0109550952911377,0.010538101196289062,93.0,0.1945442408323288,200.0,5.764327526092529,-0.005986819509416819,0.4223769009113312,0.0,0.9998226165771484
82,-1.7671195268630981,4.444444493856281e-05,-0.031388524919748306,0.000505479983985424,1.0068397521972656,0.010429143905639648,94.0,0.19445382058620453,200.0,5.764327526092529,-0.006143162492662668,0.4182288944721222,0.0,0.9998599886894226
83,-1.7704697847366333,0.0001500000071246177,-0.02162846550345421,0.0022657872177660465,0.9428129196166992,0.01068115234375,100.0,0.1944068819284439,200.0,5.757928848266602,-0.006545504089444876,0.3299368619918823,0.0,0.9998443126678467
84,-1.7723069190979004,6.666666740784422e-05,-0.03780373930931091,0.0010627397568896413,0.9987709522247314,0.010604143142700195,95.0,0.19439475238323212,200.0,5.757928848266602,-0.0062914458103477955,0.4836699962615967,0.0,0.9997044205665588
85,-1.7762560844421387,9.999999747378752e-05,-0.02088896371424198,0.0014232359826564789,1.006721019744873,0.01091909408569336,94.0,0.194241002202034,200.0,5.757928848266602,-0.006274119485169649,0.45723891258239746,0.0,0.99983149766922
86,-1.7771131992340088,2.9629629352712072e-05,-0.027013618499040604,0.0006037404527887702,0.9643890857696533,0.010699987411499023,98.0,0.19441795349121094,200.0,5.757928848266602,-0.00559617206454277,0.46320316195487976,0.0,0.9998916983604431
87,-1.7715493440628052,0.00022499999613501132,-0.009704352356493473,0.0007517063058912754,0.9917469024658203,0.010215997695922852,95.0,0.19455178081989288,200.0,5.757928848266602,-0.006082972511649132,0.4569636285305023,0.0,0.9998400807380676
88,-1.7670576572418213,4.444444493856281e-05,-0.03001750260591507,0.0005024534766562283,1.0007760524749756,0.010776996612548828,94.0,0.19461505115032196,200.0,5.757928848266602,-0.006154594477266073,0.45266953110694885,0.0,0.9998947978019714
89,-1.7693949937820435,0.0003375000087544322,-0.011413820087909698,0.00036358836223371327,0.9780068397521973,0.010270118713378906,97.0,0.194459930062294,200.0,5.757928848266602,-0.005862278398126364,0.45492520928382874,0.0,0.999859094619751
90,-1.7732492685317993,2.9629629352712072e-05,-0.00983827468007803,0.00035126321017742157,0.9432528018951416,0.010572195053100586,100.0,0.1945463865995407,200.0,5.757928848266602,-0.005659104790538549,0.45507344603538513,0.0,0.9998905658721924
91,-1.7707998752593994,9.999999747378752e-05,-0.01693582534790039,0.0014370913850143552,1.011134147644043,0.010267972946166992,93.0,0.19452570378780365,200.0,5.757905006408691,-0.006404498126357794,0.3701857030391693,0.0,0.9999076724052429
92,-1.7737551927566528,9.999999747378752e-05,-0.029098665341734886,0.0008476509829051793,0.9429917335510254,0.010134220123291016,100.0,0.19451241195201874,200.0,5.757905006408691,-0.006568355020135641,0.4419384300708771,0.0,0.9996824860572815
93,-1.7726999521255493,4.444444493856281e-05,-0.018839845433831215,0.002156271366402507,1.0050418376922607,0.010573148727416992,94.0,0.19458802044391632,200.0,5.757905006408691,-0.006351536139845848,0.4571129083633423,0.0,0.9997196197509766
94,-1.7718212604522705,4.444444493856281e-05,-0.008077271282672882,0.0011646372731775045,0.9880161285400391,0.01061105728149414,96.0,0.19451753795146942,200.0,5.757905006408691,-0.006318581756204367,0.46455660462379456,0.0,0.9998622536659241
95,-1.7787127494812012,4.444444493856281e-05,-0.02535248175263405,0.0005662349867634475,0.9748337268829346,0.010606050491333008,97.0,0.19432289898395538,200.0,5.757905006408691,-0.006088992580771446,0.47226619720458984,0.0,0.9998682141304016
96,-1.7845758199691772,6.666666740784422e-05,-0.012405638583004475,0.00034371850779280066,0.9597759246826172,0.010528087615966797,98.0,0.1943102329969406,200.0,5.757905006408691,-0.007197072729468346,0.4679398238658905,0.0,0.9998667240142822
97,-1.7850971221923828,4.444444493856281e-05,-0.018722880631685257,0.0003771734773181379,0.9864499568939209,0.01055598258972168,96.0,0.19430382549762726,200.0,5.757905006408691,-0.0063977050594985485,0.4668252468109131,0.0,0.9998947978019714
98,-1.7844239473342896,4.444444493856281e-05,-0.026649044826626778,0.0003688729484565556,0.9810869693756104,0.010529041290283203,96.0,0.19439665973186493,200.0,5.757905006408691,-0.0061778356321156025,0.4616715610027313,0.0,0.9998647570610046
99,-1.7785698175430298,9.999999747378752e-05,-0.01725190132856369,0.00023830216377973557,0.9774842262268066,0.01030588150024414,97.0,0.1946672648191452,200.0,5.759291648864746,-0.006952514406293631,0.46257081627845764,0.0,0.9998607635498047
100,-1.7724223136901855,6.666666740784422e-05,-0.03480267524719238,0.0015078302239999175,0.970905065536499,0.010972976684570312,97.0,0.1947103887796402,200.0,5.759291648864746,-0.006551801692694426,0.3393179476261139,0.0,0.9997547268867493
101,-1.7807676792144775,6.666666740784422e-05,-0.02082730643451214,0.0005728068063035607,0.9591281414031982,0.01187896728515625,98.0,0.19435787200927734,200.0,5.759291648864746,-0.005992251913994551,0.4785914719104767,0.0,0.9997145533561707
102,-1.7932288646697998,4.444444493856281e-05,-0.022450624033808708,0.00034159363713115454,0.9830362796783447,0.01084589958190918,96.0,0.19418103992938995,200.0,5.759291648864746,-0.006106013897806406,0.4674891531467438,0.0,0.999897301197052
103,-1.7959035634994507,6.666666740784422e-05,-0.03223254159092903,0.00020405442046467215,1.01043701171875,0.010779857635498047,94.0,0.19418136775493622,200.0,5.759291648864746,-0.005535230506211519,0.47203049063682556,0.0,0.9998852610588074
104,-1.7917379140853882,4.444444493856281e-05,-0.020848555490374565,0.0002525205200072378,0.9896972179412842,0.010667562484741211,95.0,0.1943875104188919,200.0,5.759291648864746,-0.00678691640496254,0.4636249542236328,0.0,0.999882698059082
105,-1.7866277694702148,6.666666740784422e-05,-0.022715197876095772,0.0002740005438681692,0.9624741077423096,0.010713815689086914,98.0,0.19440554082393646,200.0,5.759291648864746,-0.006590506061911583,0.4695386588573456,0.0,0.9998854994773865
106,-1.789341688156128,0.00022499999613501132,-0.007355750538408756,0.0003200723440386355,0.992779016494751,0.010561943054199219,95.0,0.19419758021831512,200.0,5.759291648864746,-0.006035074591636658,0.4625905454158783,0.0,0.9998806118965149
107,-1.7956675291061401,2.9629629352712072e-05,-0.028427204117178917,0.00034242356196045876,1.0082149505615234,0.0107269287109375,94.0,0.19407881796360016,200.0,5.759291648864746,-0.006597722414880991,0.4609803259372711,0.0,0.9998841881752014
108,-1.7985920906066895,6.666666740784422e-05,-0.023378901183605194,0.0010240955743938684,0.9534587860107422,0.010628938674926758,99.0,0.19401656091213226,200.0,5.761144638061523,-0.006076844874769449,0.33615627884864807,0.0,0.9998254776000977
109,-1.7990803718566895,4.444444493856281e-05,-0.019011080265045166,0.017635809257626534,0.9824419021606445,0.010670185089111328,96.0,0.19409306347370148,200.0,5.761144638061523,-0.006156527902930975,0.4806816577911377,0.0,0.9997040629386902
110,-1.79166579246521,0.0001500000071246177,-0.017844051122665405,0.02220609411597252,0.973207950592041,0.010724782943725586,97.0,0.1944957822561264,200.0,5.761144638061523,-0.006491946056485176,0.4504567086696625,0.0,0.999846875667572
111,-1.7709442377090454,4.444444493856281e-05,-0.03291035443544388,0.0028573558665812016,0.9497659206390381,0.010658025741577148,99.0,0.19487561285495758,200.0,5.761144638061523,-0.006066359579563141,0.45903468132019043,0.0,0.9998791813850403
112,-1.7615994215011597,0.00022499999613501132,-0.017159033566713333,0.0013513903832063079,0.980841875076294,0.011075735092163086,96.0,0.19502289593219757,200.0,5.761144638061523,-0.006525710225105286,0.44902047514915466,0.0,0.9998998045921326
113,-1.7565302848815918,1.975308623514138e-05,-0.008510562591254711,0.0027336501516401768,0.9704761505126953,0.010903120040893555,97.0,0.19509635865688324,200.0,5.761144638061523,-0.006027579307556152,0.45337197184562683,0.0,0.9998933672904968
114,-1.755159616470337,0.0001500000071246177,-0.020047493278980255,0.0005170336226001382,1.0982961654663086,0.015970945358276367,86.0,0.19510520994663239,200.0,5.761144638061523,-0.006140884477645159,0.4648667275905609,0.0,0.9998905658721924
115,-1.7593536376953125,2.9629629352712072e-05,-0.019586430862545967,0.0006809027981944382,1.0217690467834473,0.010793924331665039,92.0,0.19486753642559052,200.0,5.761144638061523,-0.006225768942385912,0.4601084887981415,0.0,0.999880313873291
116,-1.768411636352539,9.999999747378752e-05,-0.028690608218312263,0.0010502641089260578,0.9934980869293213,0.010682106018066406,95.0,0.19461502134799957,200.0,5.760507106781006,-0.006290562450885773,0.3576267957687378,0.0,0.9998932480812073
117,-1.7843611240386963,4.444444493856281e-05,-0.02967669628560543,0.0029612919315695763,0.954819917678833,0.010898113250732422,99.0,0.19417573511600494,200.0,5.760507106781006,-0.006299902219325304,0.4480968415737152,0.0,0.9997113347053528
